subject,with_brown_rules,prompt_type,poem_text
love death avoidance,TRUE,specific,"In the café where shadows speak of loss, 
In the café where laughter turns to sighs, 
In the café where laughter turns to sighs, 
A ceramic cup swims in bitter skies. 
The steam rises, a ghost of warmth I crave, 
But it whispers of love that would not stay. 
But it whispers of love that would not stay, 
Just like sugar that won’t melt away. 
I glance at an empty chair at the bar, 
Remember when you smiled, the world aglow, 
Remember when you smiled, the world aglow, 
Now that glow is a fog I can’t let go. 
I trace the rim, seeking comfort in pain, 
Seeking solace in echoes of your name. 
Seeking solace in echoes of your name, 
In the café where shadows speak of loss."
memory & nostalgia,TRUE,general,"In the echoes of summers, shadows linger. 
In the echoes of summers, shadows linger. 
The warmth has turned cold, yet the heart still sings. 
The warmth has turned cold, yet the heart still clings. 
What do we keep when the seasons are gone? 
What do we keep when the seasons are gone? 
A weight like a stone, yet a feather’s light. 
A weight like a stone forged in fire’s embrace. 
What if the memory breaks open wide? 
What if the memory breaks open wide? 
Each crack reveals colors we lost to time. 
Each crack reveals colors that bled through the years. 
A tapestry stitched with our laughter’s thread."
memory & nostalgia,TRUE,figurative,"In the mirror, shadows dance where I stand, 
Reflecting moments lost in dusty light. 
Reflecting moments lost in dusty light, 
They whisper secrets, faint, from fragile hands. 

They whisper secrets, faint, from fragile hands, 
A song of echoes buried deep inside. 
A song of echoes buried deep inside, 
Where laughter lingers, yet the joy expands. 

Where laughter lingers, yet the joy expands, 
A longing fills the gaps of what was real. 
A longing fills the gaps of what was real, 
To hold the past, like petals, in my hands. 

To hold the past, like petals, in my hands, 
And bleed the stories back into the night. 
And bleed the stories back into the night, 
In the mirror, shadows dance where I stand."
memory & nostalgia,TRUE,specific,"In the attic, dust settles like a sigh, 
A treasure chest of whispers held within. 
A treasure chest of whispers held within, 
Each box a heartbeat, memories wrapped tight. 
Each box a heartbeat, memories wrapped tight, 
What we choose to keep is what we claim. 
What we choose to keep is what we claim, 
Though time unravels dreams into the light. 
Though time unravels dreams into the light, 
I hear echoes of laughter, shadows dance. 
I hear echoes of laughter, shadows dance, 
Yet the chill of absence fills the bright space. 
Yet the chill of absence fills the bright space, 
I touch the worn-out quilt, soft as regret. 
I touch the worn-out quilt, soft as regret, 
In the attic, dust settles like a sigh."
men & women,TRUE,general,"In every shadow, whispers of our names, 
Our laughter echoes through the midnight air, 
Our laughter dances with the fragile flame; 
It flickers soft like dreams that spark despair. 

The night unravels tales of love’s deep wounds, 
Yet here we stand like statues carved from stone, 
Yet here I feel your heartbeat’s tender tunes, 
As silence stretches, tells me I’m alone. 

Your smile, a lighthouse through the heavy fog, 
I reach for you, but you’re just out of touch, 
I reach for solace in the morning’s smog, 
Each dawn a canvas splashed with love and such. 

In every shadow, whispers of our names, 
We write our beauty on the world’s cold page."
men & women,TRUE,figurative,"In a crowded room, all I see is you, 
Your shadow flickers like a candle's hue. 
Your shadow flickers like a candle's hue, 
Yet, in the dark, the light feels far from true. 
Yet, in the dark, your voice is just a tease, 
A whisper aching for a heart to ease. 
A whisper aching for a heart to ease, 
Yet here we stand, our passions caught in freeze. 
Yet here we stand, the space between us tight, 
Frayed edges glitter, longing for the light. 
Frayed edges glitter, longing for the light, 
But trust, like glass, can shatter out of sight. 
But trust, like glass, betrays the softest night, 
A shiver stirs, igniting quiet fights. 
A shiver stirs, igniting quiet fights, 
In a crowded room, all I see is you."
men & women,TRUE,specific,"In the small café, the steam curled like thoughts, 
In the warmth, every gaze cast an unseen net. 
In the warmth, every gaze cast an unseen net, 
She sips her drink, but her smile bends with regret. 
 
The jukebox plays a tune, sweet yet so cold, 
It whispers tales of love that once brightly shone. 
It whispers tales of love that once brightly shone, 
Yet the shadows dance where hearts have overgrown. 
 
Outside, the rain falls soft, a muted song, 
Each drop drums memories of laughter and pain. 
Each drop drums memories of laughter and pain, 
Like echoes in voids where we called out each name. 
 
I trace the rim of her cup, a silent plea, 
A bridge between two worlds, between what is lost. 
A bridge between two worlds, between what is lost, 
In the small café, the steam curled like thoughts."
mythology & folklore,TRUE,general,"In shadowed tales, the gods weave stories fine, 
In whispered dreams, dark truths pull at my mind. 
In whispered dreams, dark truths pull at my mind, 
Where myths and pain like woven threads entwined. 

The sunlit sky in stories bends and breaks, 
In corners dark, the echoes form my fate. 
In corners dark, the echoes form my fate, 
Each choice, a dance, a cruel twist of fate. 

Old myths, like chains, bound tight around my heart, 
Unraveling strands of sorrow, joy, and love. 
Unraveling strands of sorrow, joy, and love, 
I find my voice, beneath the stars above. 

A heart that holds the weight of every tale, 
In shadowed tales, the gods weave stories fine."
mythology & folklore,TRUE,figurative,"In shadows where the old stories still breathe, 
The echoes twist, weave tales of old and new. 
The echoes twist, weave tales of old and new, 
As night reveals the truths we thought we knew. 

The tales of gods, they whisper still to me, 
In perfect dark, their laughter finds my heart. 
In perfect dark, their laughter finds my heart, 
While dreams and shadows play a wicked part. 

The heroes rise from ashes left untold, 
Each footfall counts, yet none are built to last. 
Each footfall counts, yet none are built to last, 
Chasing the night before the sun burns fast. 

Chasing the night, the fireflies take flight, 
With every glow, a promise fades away. 
With every glow, a promise fades away, 
In shadows where the old stories still breathe."
mythology & folklore,TRUE,specific,"In a shadowed grove, the whispers linger still, 
Echoes of forgotten songs weave through the air. 
Echoes of forgotten songs weave through the air, 
These tales swirl like smoke in the midnight chill. 

The moon casts silver on the tree bark bare, 
These whispers hold secrets the heart will reveal. 
These whispers hold secrets the heart will reveal, 
Yet, in their silence, a hidden truth's glare. 

Old roots twist like fingers, gnarled and surreal, 
Yet, if you bend low, you can hear them call. 
Yet, if you bend low, you can hear them call, 
A dance of the lost in a dream's soft appeal. 

They beckon with sorrow that binds like a seal, 
A broken promise stitched in the night’s quiet thrall, 
A broken promise stitched in the night’s quiet thrall, 
In a shadowed grove, the whispers linger still."
nature,TRUE,general,"In the forest, silence speaks a loud truth. 
In the woods, whispers rise like smoke from ash. 
In the woods, whispers rise like smoke from ash. 
In the ashes, life entwines with soft shadows. 

In the shadows, secrets drift like autumn leaves. 
In the rustle, love fades and flickers gently. 
In the fading, hope wears a cloak of twilight. 
In the twilight, dreams linger like heavy fog. 

In the fog, each step feels heavy with purpose. 
In the purpose, echoes of yesterday hum. 
In the humming, I search with a restless heart. 
In the heart, blooms a fragile flower of grit. 

In the grit, I find both solace and struggle. 
In the struggle, nature wraps me in her grace. 
In her grace, the forest breathes life into me. 
In the forest, silence speaks a loud truth."
nature,TRUE,figurative,"In the stillness, the trees whisper my name. 
In the silence, the shadows weave a tale. 
In the silence, the shadows weave a tale. 
Yet the night speaks of dreams we cannot hail. 

Under the moonlight, a songbird holds court, 
Under the moonlight, the heart finds its way. 
In the dark, the heart finds its way to play, 
As the stars smile on secrets we report. 

The soil cradles the touch of forgotten, 
The earth cradles stories held in each breath. 
With each breath, old stories deepen to death, 
While the dawn turns the silence to a soften. 

In the stillness, the trees whisper my name."
nature,TRUE,specific,"In the garden, shadows whisper secrets low, 
The garden breathes a pulse beyond the glow. 
The garden breathes a pulse beyond the glow, 
Where petals spill their colors, soft and slow. 
Where petals spill their colors, soft and slow, 
Beneath the sun, I chase what I don't know. 
Beneath the sun, I chase what I don't know, 
The mystery of rain that steals the show. 
The mystery of rain that steals the show, 
How joy can drown in puddles, ebb and flow. 
How joy can drown in puddles, ebb and flow, 
Yet blooms persist, despite the pain we sow. 
Yet blooms persist, despite the pain we sow, 
With roots that intertwine beneath the snow. 
With roots that intertwine beneath the snow, 
In the garden, shadows whisper secrets low."
power,TRUE,general,"In the shadows, power bends and breaks us, 
Power’s weight is just a whisper, a ghost. 
Power’s weight is just a whisper, a ghost, 
Yet it dances in the light where I falter. 

Yet it dances in the light where I falter, 
Glimmers how we shine when all is shattered. 
Glimmers how we shine when all is shattered, 
Still, beneath the surface, we are not whole. 

Still, beneath the surface, we are not whole, 
Each layer of our being holds a story. 
Each layer of our being holds a story, 
Where silence wraps the truth in bitter chains. 

Where silence wraps the truth in bitter chains, 
Unraveling in every heart’s soft corner. 
Unraveling in every heart’s soft corner, 
In the shadows, power bends and breaks us."
power,TRUE,figurative,"In silence, thunder rolls before the storm, 
In whispers, shadows linger on the walls. 
In whispers, shadows linger on the walls, 
Yet silence gathers strength, the calm before. 

Where dreams dare not to tread, the heart sits still, 
Where doubts ignite a fire beneath the skin. 
Where doubts ignite a fire beneath the skin, 
The mind wrests its control to flow like water. 

With every pressure, diamonds cleave the night, 
With every light, a burden slips away. 
With every light, a burden slips away, 
Yet in the dark, the struggle finds its shape. 

The truth shifts softly, bends like fragile glass, 
The truth shifts softly, sways like autumn leaves. 
The truth shifts softly, sways like autumn leaves, 
In silence, thunder rolls before the storm."
power,TRUE,specific,"In the mirror, I wield the light of day, 
In the mirror, I hide from what I’ve made. 
In the mirror, I watch my shadow sway, 
In the mirror, I fear the choices weighed. 
In the mirror, a smile feels like a mask, 
In the mirror, I taunt the past I’ve claimed. 
In the mirror, my heart begins to ask, 
In the mirror, will power keep me blamed? 
In the mirror, a voice like thunder grows, 
In the mirror, I whisper to the frame. 
In the mirror, my body quakes and slows, 
In the mirror, I chase the fleeting flame. 
In the mirror, intentions drift like smoke, 
In the mirror, strength turns silent and drained. 
In the mirror, a promise, barely spoke, 
In the mirror, I wield the light of day."
poetry & poets,TRUE,general,"In whispers of ink, we stitch our sorrows, 
Each line, a pulse beating in the quiet, 
Each line, a pulse beating in the quiet, 
Revealing truths wrapped in our borrowed hopes. 
Our hearts are vessels, filled with aching light, 
What we pen: a dance of joy and chaos. 
What we pen: a dance of joy and chaos, 
Cradling the weight of dreams that slip through hands. 
We craft our verses, fragile as glass wings, 
Yet in the shards, find beauty, fierce and raw. 
Yet in the shards, find beauty, fierce and raw, 
Voices carved from silence echo through time. 
Voices carved from silence echo through time, 
In whispers of ink, we stitch our sorrows."
poetry & poets,TRUE,figurative,"In the silence, words like shadows linger, 
In the stillness, whispers dance with no sound. 
In the stillness, whispers dance with no sound, 
Yet beneath the calm, a storm churns around. 

Yet beneath the calm, a tempest demands, 
Where the heartbeats of ink drip slowly down. 
Where the heartbeats of ink drip slowly down, 
In the echoing night, lost dreams I have found. 

In the echoing night, my soul finds its voice, 
And I clutch the darkness that colors my page. 
And I clutch the darkness that colors my page, 
Hoping light turns the hurt into a sage. 

Hoping light turns the hurt into a song, 
Ready to drown in the verses I make. 
Ready to drown in the verses I make, 
In the silence, words like shadows linger."
poetry & poets,TRUE,specific,"In the quiet corner, ink spills truths untold. 
In the quiet corner, the ghost of words breathes. 
In the quiet corner, ink spills truths untold. 
It gathers dust where silence often weaves. 

The whispers rise like shadows during dusk, 
Each paper cradles dreams the heart believes. 
It gathers dust where silence often weaves, 
Yet from the stillness, every longing grieves. 

The poet’s hands are worn with tales of yore, 
A pen can sever bonds that memory leaves. 
Yet from the stillness, every longing grieves, 
It finds the joy in sorrow that deceives. 

Each line becomes a thread connecting pain, 
And every verse a comfort that retrieves. 
It finds the joy in sorrow that deceives, 
In the quiet corner, ink spills truths untold."
race & ethnicity,TRUE,general,"In shadows, we gather whispers of light. 
In shadows, they claim we’re all the same here. 
In shadows, they preach a voice without fight. 
In sorrow, I seek where I can find cheer. 

In sorrow, my skin holds stories of night. 
In memory, we forge our truth from fear. 
In memory, history runs deep and bright. 
In laughter, I wave my scars, a souvenir. 

In laughter, they ask how I found this flight. 
In freedom, I shake off chains none can clear. 
In freedom, I stand where the sun meets plight. 
In silence, I breathe in all I hold dear. 

In silence, my heart beats louder each night. 
In shadows, we gather whispers of light."
race & ethnicity,TRUE,figurative,"In a world of colors, shadows weave their tale, 
In a dance of light, we claim what is ours. 
In a dance of light, we trace the scars and smiles, 
Yet in the weaving, nostalgia sours. 

Still, the laughter echoes where the heart hides, 
Still, the laughter carries old chains of pain. 
Yet in the breathing, beauty hides behind, 
And wonder waits under a bright disdain. 

Fingers clutching hues sift through faded dreams, 
Fingers clutching truths squeeze joy from the void. 
And wonder waits, the canvas stretched and torn, 
We paint our histories, yet feel so destroyed. 

I once believed love could tear down the walls— 
In a world of colors, shadows weave their tale."
race & ethnicity,TRUE,specific,"In the echo of summer's shade, I stand— 
I stand where light divides the crowded street, 
I stand where light divides the crowded street, 
A river flowing toward what I can't see. 
A river may divide, but this feels whole, 
A river may divide, but not my soul. 
The warmth finds cracks in pavement, bright and bold, 
The warmth finds cracks in pavement, dust and gold. 
In shaded corners, laughter echoes sweet, 
In shaded corners, laughter whispers grief. 
They gather near the fence, their stories spun, 
They gather near the fence, shadows undone. 
Each tale a thread stitched tight beneath the sun, 
Each tale a thread, the weight of what we’ve won. 
The joy and pain like roots in tangled clay, 
In the echo of summer's shade, I stand."
relationships,TRUE,general,"In the silence, love becomes a ghost. 
We think we’ve said all there is to say. 
We think we’ve said all there is to say, 
but shadows dance where words should linger long. 
But shadows dance, and quiet breaks our hearts. 
And quiet breaks our hearts, revealing truths, 
and revealing truths that tremble in the light. 
And tremble in the light, we chase the spark. 
We chase the spark, our laughter choked with doubt. 
Our laughter choked with doubt, sweet words dissolve. 
Sweet words dissolve in nights where dreams collide, 
in nights where dreams collide, our souls conspire. 
Our souls conspire around the fierce remains, 
around the fierce remains of what we lost, 
in the silence, love becomes a ghost."
relationships,TRUE,figurative,"In the shadow of love, we seek our light, 
In the dark, we find what truly ignites. 
In the dark, we find what truly ignites, 
Yet warmth can burn; it's fire in the night. 

Whispers grow bold where silence used to sing, 
In the echoes, shadows hold what they cling. 
In the echoes, shadows hold what they cling, 
Though distance stretches, love pulls like a string. 

Hearts play their notes, a melody of pain, 
The joy and sorrow dance in sweet refrain. 
The joy and sorrow dance in sweet refrain, 
And still we sing, though the night leaves its stain. 

Our truths are inked beneath the weight of time, 
The past entangles, love's bitter-sweet rhyme. 
The past entangles, love's bitter-sweet rhyme, 
In the shadow of love, we seek our light."
relationships,TRUE,specific,"We stood beneath the bridge where shadows breathe, 
A place where whispers carry dreams unmet. 
We stood beneath the bridge where shadows breathe, 
And felt the pulse of silence, hearts in debt. 
In every echo, time stretched thin as thread, 
Yet love was woven fine, though storms would threat. 
In every echo, sharp like twilight's dread, 
We found our solace in the words unsaid. 
The rust of iron tasted sweet as bait, 
Our hopes like paper boats on water's fret. 
The rust of iron crumbled under weight, 
Yet still we cast our wishes, cold and wet. 
Each chance we took, a fragile step to fate, 
Each hope a memory we struggle to let. 
Each chance we took built walls, now hard as slate, 
Yet we return, believing what we met. 
We stood beneath the bridge where shadows breathe."
romantic love,TRUE,general,"In love’s embrace, the world forgot my name. 
To lose oneself in shadows feels like truth. 
To lose oneself in shadows feels like truth. 
Yet darkness whispers secrets laced with pain. 

My heart still beats beneath the weight of time. 
What once felt light now pulls like heavy chains. 
What once felt light now pulls like heavy chains. 
But love is chaos wrapped in sweet design. 

The laughter echoes down familiar halls. 
We smile through tears like ghosts in faded frames. 
We smile through tears like ghosts in faded frames. 
And in the mirrored silence, sorrow calls. 

You search my eyes for answers that don’t bloom; 
But in their depths, the shades of love remain. 
But in their depths, the shades of love remain, 
In love’s embrace, the world forgot my name."
romantic love,TRUE,figurative,"In the silence, love whispers, calling me, 
In the shadows, love hides, just out of reach. 
In the shadows, love hides, just out of reach, 
Where I grasp at the air, a shimmering breach. 

What it speaks cannot echo through empty rooms, 
What it speaks cannot heal the heart’s deep wounds. 
What it speaks cannot heal the heart’s deep wounds, 
Still, I listen for notes in the muted tunes. 

Fingers brush against pages where dreams used to bloom, 
Fingers brush against ghosts, a quiet, dark gloom. 
Fingers brush against ghosts, a quiet, dark gloom, 
Yet the light still flickers, in corners, like doom. 

The heart's pulse finds the song hiding within, 
The heart’s pulse finds the song masking the sin. 
The heart’s pulse finds the song masking the sin, 
In the silence, love whispers, calling me."
romantic love,TRUE,specific,"In the garden, your laughter spills like light. 
In the shadows, I gather hope from dust. 
In the shadows, I gather hope from dust. 
What grows here often hides beneath the rust. 
What grows here is a yearning forged in dreams. 
What grows here sends the flowers back to sleep. 
What grows here stirs up echoes in my heart. 
What grows here holds the secrets we once keep. 
Beneath the willow, dreams whisper softly, 
Beneath the willow, a solace takes flight. 
Beneath the willow, love clings like the night. 
Beneath the willow, where sorrows entwine. 
A willow weeps, forgetting how to fight. 
In the garden, your laughter spills like light. 
In the garden, I gather hope from dust."
sexual violence,TRUE,general,"In the evening, shadows whisper softly, 
Wordless cries echo through the quiet room. 
Wordless cries echo through the quiet room, 
Stillness holds secrets no light can consume. 

Beneath the surface, pain swells like the tide, 
Heavy with memory, dark waves collide. 
Heavy with memory, dark waves collide, 
Against the shore of a heart that must hide. 

Emerging shadows, dance with silent fear, 
Each step a question, what did I not hear? 
Each step a question, what did I not hear? 
Yet still this longing gets louder, my dear. 

With every heartbeat, I wrestle the ghost, 
The uninvited, yet it haunts me most. 
The uninvited, yet it haunts me most, 
In the evening, shadows whisper softly."
sexual violence,TRUE,figurative,"In shadows we dance, a silence unfolds, 
In shadows we ache, our whispers like smoke. 
In shadows we ache, the truth reclaims light, 
In silence we breathe, yet choke on the words. 

What haunts the still nights, like thunderous rain? 
What haunts the lost dreams, they echo through veins. 
What haunts the lost dreams, unseen like shadows, 
What echoes the pain, it seeps through the cracks. 

Each heartbeat a story, a ghost in the air, 
Each heartbeat a mirror reflecting our scars. 
Each mirror reflects what the past tries to hide, 
Each scar carves a path through the heart's hidden door. 

In silence we breathe, yet choke on the words, 
In shadows we dance, a silence unfolds."
sexual violence,TRUE,specific,"In the shadowed hall where whispers dare to breathe, 
In echoed scars, a story finds its voice, 
In echoed scars, a story finds its voice, 
Each silence holds the weight of a lost choice. 
The door once closed now creaks with fervent dread, 
The fear sleeps deep beneath the growing noise. 

The fear sleeps deep beneath the growing noise, 
In heavy hearts, the truth remains unsaid. 
In heavy hearts, the truth remains unsaid, 
A flicker of a smile before the threat. 
But laughter turned to ash, the glassboat broke, 
In shards we find the songs of love misread. 

In shards we find the songs of love misread, 
Each note swells heavy with the words unspoken. 
Each note swells heavy with the words unspoken, 
And beauty becomes steeped in fear’s cruel grip. 
We stitch ourselves anew, though wounds are bared, 
In the shadowed hall where whispers dare to breathe."
sorrow & grieving,TRUE,general,"The weight of sorrow lingers in the air. 
A breath exchanged, but silence takes the share. 
A breath exchanged, but silence takes the share; 
Memories twist like shadows, unaware. 

Where laughter once danced, now echoes despair, 
In each familiar corner, ghosts declare. 
In each familiar corner, ghosts declare, 
Time's cruel embrace seals smiles in cold glare. 

Yet through this shroud, the heart learns to repair, 
Each tear a testament, a fierce prayer. 
Each tear a testament, a fierce prayer, 
Perhaps in loss, new roots find soil to dare. 

Perhaps in loss, new roots find soil to dare; 
The weight of sorrow lingers in the air."
sorrow & grieving,TRUE,figurative,"The heart knows how to break and still beat, 
One can wear pain like a veil on a face. 
One can wear pain like a veil on a face, 
Yet in shadows, light finds a hidden place. 

We dance with memories, ghosts we can’t chase, 
Yet in shadows, light finds a hidden place, 
And the laughter lingers, but feels misplaced. 

The echoes of past whispers leave no trace, 
And the laughter lingers, but feels misplaced, 
What was warmth in the sun now feels like waste. 

So we sing through the ache, a soft embrace, 
What was warmth in the sun now feels like waste. 
And hope sways to the rhythm, a slow grace. 

A song for those who left yet hold a space, 
And hope sways to the rhythm, a slow grace, 
The heart knows how to break and still beat."
sorrow & grieving,TRUE,specific,"In the old park, leaves whisper secrets lost, 
Casted memories dip in twilight's sheen. 
Casted memories dip in twilight's sheen, 
Glistening like dew on the grass between. 
Glistening like dew on the grass between, 
A shadow dances where laughter once rang. 
A shadow dances where laughter once rang, 
Echoes of joy trapped in silence hang long. 
Echoes of joy trapped in silence hang long, 
As time shuffles feet in a heavy pause. 
As time shuffles feet in a heavy pause, 
Each heartbeat a reminder, a canvas raw. 
Each heartbeat a reminder, a canvas raw, 
Painted with colors of what we can't hold. 
Painted with colors of what we can’t hold, 
In the old park, leaves whisper secrets lost."
social commentaries,TRUE,general,"We shout across the void, no one can hear. 
We speak in languages lost to the years. 
We shout across the void, no one can hear. 
Yet silence rattles truths buried in fears. 

The echo of our hearts, a distant thrum, 
Found in the shadows where sunlight disappears. 
The echo of our hearts, a distant thrum, 
Is it our essence or script life engineers? 

Beneath the weight of masks, we climb and fall, 
Barefoot on raindrops that turn to waterfalls. 
Beneath the weight of masks, we climb and fall, 
Our laughter hides behind the loudest brawls. 

In the dark, we find solace in our scars, 
Together, broken but reaching for stars. 
In the dark, we find solace in our scars, 
We shout across the void, no one can hear."
social commentaries,TRUE,figurative,"In the silence, we paint our truths in pain. 
In the stillness, whispering light claims the dark. 
In the stillness, whispering light claims the dark, 
Yet the shadows beg to dance and leave their mark. 

Yet the shadows sing as they bend toward night, 
And the echoes weave tales of hearts worn and frayed. 
And the echoes weave tales of hearts worn and frayed, 
While the lost find solace in dreams unafraid. 

While the lost seek refuge in songs long and old, 
Yet the laughter flickers, a candle's soft glow. 
Yet the laughter flickers, a candle's soft glow, 
In the beat of their drums, a hard truth we know. 

In the beat of their drums, a hard truth we know, 
In the silence, we paint our truths in pain."
social commentaries,TRUE,specific,"Under the streetlight, I wonder what’s true. 
Under this halo, shadows dance like lies. 
What is light, if not the cover for fears? 
What is truth, but a theater in disguise? 

The street holds echoes—footsteps, whispers, dreams, 
The past plays tricks, each story torn by sighs. 
What’s a dream if it’s stitched with aching seams? 
What’s a sigh but the weight of love that flies? 

In the stillness, a siren calls my name, 
In the silence, a world hides behind its cries. 
What is night if it’s stitched with morning shame? 
What is shame, a soft blur of endless tries? 

And yet, truth flickers under this dim glow. 
And yet, the heart beats against the lowest ties. 
Under the streetlight, I wonder what’s true."
subjugation,TRUE,general,"In shadows, we dance beneath heavy chains. 
In the silence of night, our hearts feel pain. 
In the silence of night, our hearts feel pain. 
We twist and we turn, wrapped in life's disdain. 

The song of the lost, it echoes through time, 
The rhythm of sorrow is painfully prime. 
The rhythm of sorrow is painfully prime, 
Yet in every drop, joy and grief climb. 

We search for the light in the cold, dark days, 
Bearing wounds like whispers, we find our ways. 
Bearing wounds like whispers, we find our ways, 
In the depth of our truth, hope softly plays. 

In the light, shadows break the grip of the night, 
To rise from our fear, we reclaim our flight. 
To rise from our fear, we reclaim our flight, 
In shadows, we dance beneath heavy chains."
subjugation,TRUE,figurative,"They know my name and still, I walk alone. 
Each whisper cuts, a road they’ve called my own. 
Each whisper cuts, a road they’ve called my own, 
Yet shadows dance as if they’d plant a throne. 

With every breath, I cradle a new wound, 
A fight for light where silence wraps around. 
A fight for light where silence wraps around, 
This quiet scream—the only sound I've found. 

I’ve learned the pain of bending in the dark, 
A flower pressed beneath the weight of rain, 
A flower pressed beneath the weight of rain, 
Yet blooms anew, adorned with every ache. 

I chase the sun, yet watch the moon instead, 
Desire burns, but for freedom, I plead. 
Desire burns, but for freedom, I plead— 
They know my name and still, I walk alone."
subjugation,TRUE,specific,"In the shadow of the old iron gate, 
Behind rusted bars, my voice whispered low. 
Behind rusted bars, my song dared to flow, 
But the air was thick, like a weight on my chest. 
But the chains I wore told stories of woe, 
While my heart beat hard against silence’s vest. 
While my heart yearned for freedom’s embrace near, 
Still the echoes of doubt were all I could hear. 
Still the garden full of thorns pricked my hands, 
As I dreamed of blooms that would rise from this land. 
As I cradled each thorn, I wept out a plan, 
A fight born of love, forged in fire and sand. 
A fight for the light, where the shadows won’t wait, 
In the shadow of the old iron gate."
the mind,TRUE,general,"In a quiet room, thoughts murmur like streams, 
In a stillness where anxiety softly gleams. 
In a stillness where anxiety softly gleams, 
The heart rebels against what the mind redeems. 

Whispers weave through the shadows of my dreams, 
Whispers that unravel what daylight redeems. 
The daylight redeems the tattered seams of hope, 
Yet threads can tangle, pushing me to the rope. 

Am I the laughter hanging on this note, 
Or the melody that lingers, black as soot? 
Each note a memory, a longing to float, 
Aching for solace while grappling with the root. 

This confusion is the echo of my schemes, 
A heaviness that sinks like unspent beams. 
In a quiet room, thoughts murmur like streams, 
In a stillness where anxiety softly gleams."
the mind,TRUE,figurative,"In shadows, thoughts dance, weaving silent schemes, 
In the quiet, echoes of unspoken dreams. 
In the quiet, echoes of unspoken dreams, 
They swirl and twist, in a tempest of screams. 
They swirl and twist, in a tempest of screams, 
Yet still, a whisper breaks through the thick seams. 
Yet still, a whisper breaks through the thick seams, 
A flicker of light where the darkness redeems. 
A flicker of light where the darkness redeems, 
These fragments of hope stitched through fraying seams. 
These fragments of hope stitched through fraying seams, 
Are tied like old blues to forgotten themes. 
Are tied like old blues to forgotten themes, 
Each note a search for solace that gleams. 
Each note a search for solace that gleams, 
In shadows, thoughts dance, weaving silent schemes."
the mind,TRUE,specific,"In the stillness, shadows dance and linger, 
In the quiet, thoughts become an echo. 
In the quiet, thoughts become an echo, 
As I wander through memories like rivers. 
As I wander through memories like rivers, 
I catch glimpses of laughter stitched with sorrow. 
I catch glimpses of laughter stitched with sorrow, 
Each smile a thread in the tapestry frayed. 
Each smile a thread in the tapestry frayed, 
Reminders of time's sweet and bitter whispers. 
Reminders of time's sweet and bitter whispers, 
Tug at the heart, like blues on a long night. 
Tug at the heart, like blues on a long night, 
Where the dawn blurs the lines between dreams and fears. 
Where the dawn blurs the lines between dreams and fears, 
In the stillness, shadows dance and linger."
trees and flowers,TRUE,general,"In the garden, the weight of the bright blooms, 
In this quiet, I find the blossoms hum, 
In this quiet, I find the blossoms hum, 
Each petal whispers tales of what's to come. 
Sweet scents entwine, they tell of shade and sun, 
Yet roots cling tightly to the earth, undone. 

With every breeze, a story takes its flight, 
The fragile laughter dances with the night. 
In hunted shadows where the light can bend, 
The blooms hold secrets, cradling the end. 
Each scarlet hue I wear, a mark, a boon, 
Of battles fought against the darkest tune. 

The garden blooms, it knows the sins we sow, 
Yet blooms forgive, as rivers learn to flow. 
In the garden, the weight of the bright blooms,"
trees and flowers,TRUE,figurative,"In every shadow, a story unfolds there, 
In every shadow, echoes of lost love. 
The sunlight weeps for what it cannot hold, 
The sunlight calls me to remember hope. 

I grasp at petals, their softness leaving me, 
I grasp at whispers in the quiet dusk. 
Each breeze brings memories softly to ground, 
Each breeze turns leaves into notes of my heart. 

The roots dive deeper, seeking hidden truths, 
The roots remind me of the strength in pain. 
While blossoms bloom, I wear my scars like gold, 
While blossoms teach me how to face the storm. 

I weave through gardens where my heart once danced, 
I weave through shadows, finding light in loss. 
In every shadow, a story unfolds there."
trees and flowers,TRUE,specific,"The cherry blooms whisper secrets at dusk. 
An old wind stirs, remembering lost laughter. 
The cherry blooms whisper secrets at dusk. 
They sway softly, as if holding back past tears. 
An old wind stirs, remembering lost laughter, 
its breath a ghost through the branches of time. 

They sway softly, as if holding back past tears, 
each petal cradling the weight of missed days. 
Its breath a ghost through the branches of time, 
where shadows linger like regrets in spring. 
Each petal cradling the weight of missed days, 
wraps the heart in a dance of what could be. 

Where shadows linger like regrets in spring, 
old roots ache deep, pulling memories bright. 
Wraps the heart in a dance of what could be, 
the cherry blooms whisper secrets at dusk. 
Old roots ache deep, pulling memories bright, 
the cherry blooms whisper secrets at dusk."
truth,TRUE,general,"In the heart’s chamber, truth sings soft and low. 
In the quiet darkness, shadows start to grow. 
In the quiet darkness, whispers tell of woe. 
Through a cracked reflection, light begins to flow. 

Secrets hide like pearls beneath the waves we row. 
Secrets like the moonlight shimmer on the snow. 
But the view distorts; our eyes don’t always know. 
Broken glass reveals what we’d prefer to throw. 

Though we wear our masks, desire starts to show, 
Though we hide our scars, they dance beneath the glow. 
All our hopes and fears are tangled just so. 
When the night unfolds, we surrender to the flow. 

And in that surrender, I finally find home, 
In the heart’s chamber, truth sings soft and low."
