subject,with_brown,prompt_type,poem_text,,,
love death avoidance,FALSE,figurative,"
We build our days like walls against the night,
Each kiss a brick to hold the darkness back.

Each kiss a brick to hold the darkness back,
But morning always finds the cracks we've missed.

But morning always finds the cracks we've missed
How fragile are the towers that we raise.

How fragile are the towers that we raise
When built on hearts that beat with borrowed time.

When built on hearts that beat with borrowed time,
We dance as if the music never ends.

We dance as if the music never ends,
Though silence waits beyond the final song.

Though silence waits beyond the final song,
We build our days like walls against the night.",,,
love death avoidance,FALSE,specific,"
The oncologist's words hang in fluorescent air
while you schedule next Tuesday's radiation.

We plan small trips, avoid the conversation
radiation burns slower than despair.

Your pill organizer, Monday through Sunday,
sits beside the travel brochures we collect.

We book the beach house, careful to select
dates that fit between your chemo Mondays.

I research side effects you'll never mention,
bookmark wig shops in private browser tabs.

You plant tulip bulbs despite my gentle jabs
they'll bloom next spring, you say, needing no mention.

The bulbs will push through dirt, persistent, bright.
The oncologist's words dissolve in morning light.",,,
memory & nostalgia,FALSE,general,"
The photograph curls at its edges, yellowing with time
each crease a doorway to what we've lost.
Each crease a doorway to what we've lost,
your laughter echoes in empty rooms.

Your laughter echoes in empty rooms
where dust motes dance in afternoon light.
Where dust motes dance in afternoon light,
I trace the outline of your absence.

I trace the outline of your absence
in coffee rings on the kitchen table.
In coffee rings on the kitchen table,
the past pools like spilled honey.

The past pools like spilled honey,
sweet and impossible to clean completely.
Sweet and impossible to clean completely,
the photograph curls at its edges, yellowing with time.",,,
memory & nostalgia,FALSE,figurative,"
The scent of rain on summer pavement stays,
though decades blur the edges of that street.
Though decades blur the edges of that street,
I trace the outline of your fading face.

I trace the outline of your fading face
in photographs that curl at every corner.
In photographs that curl at every corner,
time whispers what we thought would never leave.

Time whispers what we thought would never leave
your laughter echoing through empty rooms.
Your laughter echoing through empty rooms,
the scent of rain on summer pavement stays.",,,
memory & nostalgia,FALSE,specific,"
The velvet curtains held our whispered dreams that June,
when we were stagehands painting sets till dawn.
Your laugh still echoes in that makeshift room
the velvet curtains held our whispered dreams.

I smell the sawdust mixed with greasepaint now,
your laugh still echoes in that makeshift room.
The ghost light burns where we once took our bow;
I smell the sawdust mixed with greasepaint now.

We thought those nights would stretch beyond the fall,
the ghost light burns where we once took our bow.
But curtains close, and memory recalls
we thought those nights would stretch beyond the fall.

Time dimmed the stage where we were young and free,
but curtains close, and memory recalls
that June when we were stagehands, you and me
time dimmed the stage where we were young and free.",,,
men & women,FALSE,general,"
Men and women circle each other like distant planets,
each speaking a language the other half-hears.

Each speaking a language the other half-hears,
we translate silence into what we need it to mean.

We translate silence into what we need it to mean
his quiet becomes indifference, her pause becomes judgment.

His quiet becomes indifference, her pause becomes judgment,
though both might simply be the sound of thinking.

Though both might simply be the sound of thinking,
we fill the spaces with our own familiar ghosts.

We fill the spaces with our own familiar ghosts,
forgetting we are more alike than we are strange.

Forgetting we are more alike than we are strange,
men and women circle each other like distant planets.",,,
men & women,FALSE,figurative,"
We circle each other like ancient stars in orbit,
drawn by gravity we cannot name or fight.

Drawn by gravity we cannot name or fight,
we speak in languages the other half-translates.

We speak in languages the other half-translates
your silence means departure, mine means staying.

Your silence means departure, mine means staying,
though we both learned to love in different schools.

Though we both learned to love in different schools,
we meet here in the middle, wanting bridges.

We meet here in the middle, wanting bridges
that span the space between our separate worlds.

That span the space between our separate worlds,
we circle each other like ancient stars in orbit.",,,
men & women,FALSE,specific,"
We never fight about the dishes themselves
it's who decides the water's hot enough.

It's who decides the water's hot enough
to strip away the day's accumulation.

To strip away the day's accumulation,
you scrub in circles, I attack straight lines.

You scrub in circles, I attack straight lines,
each method proof of how we learned to care.

Each method proof of how we learned to care
from mothers, fathers, versions of ourselves.

From mothers, fathers, versions of ourselves,
we built these small but stubborn battlefields.

We built these small but stubborn battlefields
where love gets measured by a spotless plate.

Where love gets measured by a spotless plate,
we never fight about the dishes themselves.",,,
mythology & folklore,FALSE,general,"
In firelight, our ancestors spun tales of gods and beasts,
weaving wonder from the dark unknown.

The dark unknown still whispers through our modern dreams,
In firelight, our ancestors spun tales of gods and beasts.

These stories echo in our hearts, though centuries have passed,
the dark unknown still whispers through our modern dreams.

We dress old myths in new clothes, but truth remains the same:
these stories echo in our hearts, though centuries have passed.

From Babel's tower to viral posts, we hunger for the sacred,
we dress old myths in new clothes, but truth remains the same.

In every culture's deepest lore, the hero's journey calls,
from Babel's tower to viral posts, we hunger for the sacred.

The dragon sleeps in subway tunnels, Zeus tweets from the cloud,
in every culture's deepest lore, the hero's journey calls.

Weaving wonder from the smartphone's glow and LED light,
the dragon sleeps in subway tunnels, Zeus tweets from the cloud.",,,
mythology & folklore,FALSE,figurative,"
In firelight, elders spin their tales of old,
Where gods walked earth and mortals dared to dream.

Where gods walked earth and mortals dared to dream,
The threads of story weave through time's design.

The threads of story weave through time's design
Each culture births its heroes, beasts, and lore.

Each culture births its heroes, beasts, and lore
That whisper truths our ancestors once knew.

That whisper truths our ancestors once knew
Still echo in the shadows of our hearts.

Still echo in the shadows of our hearts,
In firelight, elders spin their tales of old.",,,
mythology & folklore,FALSE,specific,"
She shed her sealskin by the rocky shore,
not knowing hungry eyes watched from the dune.
Not knowing hungry eyes watched from the dune,
she danced beneath the salt-bright harvest moon.
She danced beneath the salt-bright harvest moon
while he crept close to steal her second skin.
While he crept close to steal her second skin,
she felt the tide's pull growing weak and thin.
She felt the tide's pull growing weak and thin
as years of captive love wore down her will.
As years of captive love wore down her will,
she searched his house from window, door, to sill.
She searched his house from window, door, to sill
and found her skin hidden beneath the stair.
And found her skin hidden beneath the stair
she shed her human life by rocky shore.",,,
nature,FALSE,general,"
The morning mist clings to ancient bark,
while songbirds weave their liquid gold.
While songbirds weave their liquid gold,
the forest floor drinks shadows dark.

The forest floor drinks shadows dark
where ferns unfurl in emerald prayer.
Where ferns unfurl in emerald prayer,
time moves in rings, a sacred mark.

Time moves in rings, a sacred mark
that speaks of seasons yet untold.
That speaks of seasons yet untold
the morning mist clings to ancient bark.",,,
nature,FALSE,figurative,"
The maple sheds its crimson coat today
While autumn whispers secrets to the ground

While autumn whispers secrets to the ground
The geese write letters in the silver sky

The geese write letters in the silver sky
Their honking fades beyond the frosted hill

Their honking fades beyond the frosted hill
Where winter waits with crystalline embrace

Where winter waits with crystalline embrace
The earth prepares for sleep beneath the snow

The earth prepares for sleep beneath the snow
Yet dreams of spring stir deep within the roots

Yet dreams of spring stir deep within the roots
The maple sheds its crimson coat today",,,
nature,FALSE,specific,"
At dawn, the mourning dove calls through the mist,
her voice a hollow flute that holds the air.
Her voice a hollow flute that holds the air
above the garden where the roses twist.

Above the garden where the roses twist,
she perches on the fence, a shadow there.
She perches on the fence, a shadow there,
her feathers gray as morning's gentle fist.

Her feathers gray as morning's gentle fist
that opens to release the day's first prayer.
That opens to release the day's first prayer
at dawn, the mourning dove calls through the mist.",,,
power,FALSE,general,"
Power whispers softly before it learns to scream,
promising golden crowns to those who dare to reach.
Promising golden crowns to those who dare to reach,
it builds its throne on others' broken dreams.

It builds its throne on others' broken dreams,
consuming hearts that once beat warm and true.
Consuming hearts that once beat warm and true,
power flows like poison through the stream.

Power flows like poison through the stream,
yet some still drink, believing they can teach
yet some still drink, believing they can teach
power whispers softly before it learns to scream.",,,
power,FALSE,figurative,"
The crown weighs heavy on the head that wears it true,
but lighter still than chains upon the ground.
But lighter still than chains upon the ground,
the scepter rises where the weak once grew.
The scepter rises where the weak once grew,
and withers when the mighty lose their sound.
And withers when the mighty lose their sound
the crown weighs heavy on the head that wears it true.",,,
power,FALSE,specific,"
The warden's keys hang heavy on his belt,
each one a door to someone's buried dreams.
Each one a door to someone's buried dreams
he walks the halls where desperate prayers are felt.

He walks the halls where desperate prayers are felt,
but power makes him deaf to human screams.
But power makes him deaf to human screams;
his heart, like iron, refuses to be knelt.

His heart, like iron, refuses to be knelt
beneath the weight of all their whispered schemes.
Beneath the weight of all their whispered schemes,
he finds his own humanity has dwelt.

He finds his own humanity has dwelt
in shadows where nothing is what it seems.
In shadows where nothing is what it seems,
the warden's keys hang heavy on his belt.",,,
poetry & poets,FALSE,general,"
We are the ones who steal fire from the dark,
who bend language until it breaks into song.

Who bend language until it breaks into song?
The poets, mad with their impossible work.

The poets, mad with their impossible work,
chase metaphors through gardens of the mind.

Chase metaphors through gardens of the mind
each line a thread in fate's unraveling cloth.

Each line a thread in fate's unraveling cloth,
we weave what cannot be spoken any other way.

We weave what cannot be spoken any other way,
our words like moths drawn to the flame of truth.

Our words like moths drawn to the flame of truth
burn bright, then crumble into ash and prayer.

Burn bright, then crumble into ash and prayer
we are the ones who steal fire from the dark.",,,
poetry & poets,FALSE,figurative,"
We bend language like light through a prism's face,
Each word a color bleeding into the next.
Each word a color bleeding into the next,
We catch syllables falling through empty space.

We catch syllables falling through empty space,
Then weave them into patterns, strange and blessed.
Then weave them into patterns, strange and blessed,
While chasing truths that leave no written trace.

While chasing truths that leave no written trace,
We build cathedrals from our breath and text.
We build cathedrals from our breath and text,
Though knowing time will crumble every base.

Though knowing time will crumble every base,
We bend language like light through a prism's face.",,,
poetry & poets,FALSE,specific,"
We gather weekly, clutching coffee cups and doubt,
Each voice a trembling thread in search of song.
Each voice a trembling thread in search of song
The woman by the window reads of loss.

The woman by the window reads of loss,
Her husband's name a ghost between the lines.
Her husband's name a ghost between the lines,
While Jim revises metaphors for rain.

While Jim revises metaphors for rain,
I wonder if my childhood holds enough.
I wonder if my childhood holds enough
Material to justify this chair.

Material to justify this chair,
We gather weekly, clutching coffee cups and doubt.",,,
race & ethnicity,FALSE,general,"
My skin tells stories I never chose to write,
each shade a chapter in someone else's book.
Each shade a chapter in someone else's book
the margins filled with assumptions, black and white.

The margins filled with assumptions, black and white,
while truth lives in the spaces in between.
While truth lives in the spaces in between,
I learn to read my own story by its light.

I learn to read my own story by its light,
not through the lens of others' fearful look.
Not through the lens of others' fearful look
my skin tells stories I now choose to write.",,,
race & ethnicity,FALSE,figurative,"
The color of my skin tells stories I didn't write
Yet strangers read them like familiar books
Yet strangers read them like familiar books
Their eyes deciding what my silence looks
Their eyes deciding what my silence looks
Likedefiance or submission, wrong or right
Likedefiance or submission, wrong or right
The color of my skin tells stories I didn't write

We carry forward what we can't outrun
The blood that flows through borrowed histories
The blood that flows through borrowed histories
Maps territories of ancient victories
Maps territories of ancient victories
And defeats that echo in each daughter, son
And defeats that echo in each daughter, son
We carry forward what we can't outrun

The mirror holds more faces than just mine
Reflecting generations in my gaze
Reflecting generations in my gaze
Who walked through different but familiar days
Who walked through different but familiar days
Their footsteps crossing this same blurry line
Their footsteps crossing this same blurry line
The mirror holds more faces than just mine",,,
race & ethnicity,FALSE,specific,"
They measured our belonging in fractions of blood,
as if identity pooled in measurable streams.

As if identity pooled in measurable streams,
my grandmother hid her braids beneath a hat.

My grandmother hid her braids beneath a hat,
walked past the bureau's calculating eyes.

Walked past the bureau's calculating eyes,
I carry questions they can never answer.

I carry questions they can never answer
what mathematics can divide a soul?

What mathematics can divide a soul?
They measured our belonging in fractions of blood.
",,,
relationships,FALSE,general,"
We learn to love by learning how to break
In pieces small enough to fit inside

The spaces where we've hidden what's at stake
In pieces small enough to fit inside
The careful walls we've built to help us hide
From truths that make our strongest armor shake

The careful walls we've built to help us hide
Can't hold forever what we need to take
From truths that make our strongest armor shake:
We learn to love by learning how to break
",,,
relationships,FALSE,figurative,"
We enter love like strangers sharing space,
each claiming rooms we've never seen before.
Each claiming rooms we've never seen before,
we learn the creaks and sighs of this new place.

We learn the creaks and sighs of this new place,
how morning light falls differently on two.
How morning light falls differently on two
who've made a home from love's uncertain grace.

Who've made a home from love's uncertain grace
discover walls can shelter or confine.
Discover walls can shelter or confine
sometimes we need to step outside this space.

Sometimes we need to step outside this space,
return as strangers sharing something more.
Return as strangers sharing something more:
we enter love like strangers sharing space.",,,
relationships,FALSE,specific,"
We've been together fifteen years today,
wandering aisles of screws and galvanized steel.

Wandering aisles of screws and galvanized steel,
you explain the difference between Phillips and flat.

You explain the difference between Phillips and flat;
I pretend to listen, watching your careful hands.

I pretend to listen, watching your careful hands
sort through washers like they're precious stones.

Sort through washers like they're precious stones
this is how you've always loved: precisely.

This is how you've always loved: precisely,
measuring twice, cutting once, building us solid.

Measuring twice, cutting once, building us solid
from small parts that somehow hold everything together.

From small parts that somehow hold everything together,
we've been together fifteen years today.",,,
romantic love,FALSE,general,"
We traced our names in steam across the glass
while thunder rolled its promises away.

The storm had left us breathless, and at last
we traced our names in steam across the glass.

Your fingers found the places shadows pass
while thunder rolled its promises away,
I learned how lightning lives inside the day.

I learned how lightning lives inside the day
when you first whispered secrets in my ear.

Love struck us sudden, bright, and wouldn't stay
I learned how lightning lives inside the day.

We thought that we could hold what slips away
when you first whispered secrets in my ear,
but some things burn too hot for us to hear.

But some things burn too hot for us to hear,
so we write messages that disappear.

The glass grows cold, our names no longer clear
some things burn too hot for us to hear.

We trace them over, year by year by year,
and write new messages that disappear
while thunder rolls its promises away.",,,
romantic love,FALSE,figurative,"
Your fingers trace the outline of my palm,
reading futures written in my skin.

Reading futures written in my skin,
you whisper promises the dark can't hear.

You whisper promises the dark can't hear
while moonlight spills across our tangled sheets.

While moonlight spills across our tangled sheets,
I memorize the rhythm of your breath.

I memorize the rhythm of your breath,
each rise and fall a prayer I've learned by heart.

Each rise and fall a prayer I've learned by heart,
your fingers trace the outline of my palm.",,,
romantic love,FALSE,specific,"
We said things meant to cut deep as bone.
The silence stretches wide between our beds.
The silence stretches, cold and sharp, alone
like winter mornings when love feels half-dead.
Like winter mornings, but your coffee steams
beside my cup, still placed there out of habit.
Beside my cup, your steam spells out my dreams
in cursive loops I'm still too proud to grab at.
In cursive loops, you write ""I'm sorry"" soft
across the mirror where I brush my teeth.
Across the mirror, anger melts aloft
we've learned that love lives deeper underneath.
We've learned that love cuts deeper than sharp bone.
The silence breaks. We'll never sleep alone.",,,
sexual violence,FALSE,general,"
The silence stretches long after the storm has passed
broken glass still scattered on the bedroom floor.
Broken glass still scattered on the bedroom floor,
each shard reflects a truth too sharp to hold.
Each shard reflects a truth too sharp to hold:
that trust, once shattered, cuts both ways.
That trust, once shattered, cuts both ways
through nights when sleep feels like surrender.
Through nights when sleep feels like surrender,
I learn my body is still mine to claim.
I learn my body is still mine to claim
the silence stretches long after the storm has passed.
",,,
sexual violence,FALSE,figurative,"
The body remembers what the mind tries to forget,
Each scar a story written in invisible ink.
Each scar a story written in invisible ink,
While shame builds walls around the truth we carry.

While shame builds walls around the truth we carry,
The nights grow long with ghosts that won't depart.
The nights grow long with ghosts that won't depart,
But dawn still comes to kiss away the darkness.

But dawn still comes to kiss away the darkness,
And healing hands reach out to hold our own.
And healing hands reach out to hold our own,
The voice grows stronger with each word we speak.

The voice grows stronger with each word we speak,
Until the silence breaks like morning glass.
Until the silence breaks like morning glass,
The body remembers what the mind tries to forget.",,,
sexual violence,FALSE,specific,"
The courtroom empties, but the words remain
each question mark a blade beneath her skin.

Each question mark a blade beneath her skin,
""What were you wearing?"" echoes in the hall.

""What were you wearing?"" echoes in the hall
while justice weighs her trauma by the gram.

While justice weighs her trauma by the gram,
she learns that healing isn't linear.

She learns that healing isn't linear
some mornings she forgets, then remembers.

Some mornings she forgets, then remembers
the way her body used to feel like home.

The way her body used to feel like home
before the world taught her to lock each door.

Before the world taught her to lock each door,
the courtroom empties, but the words remain.
",,,
sorrow & grieving,FALSE,general,"
The house holds its breath in the spaces you left,
each room a shrine to your sudden absence.
Each room a shrine to your sudden absence
I move through doorways like a sleepwalker.

I move through doorways like a sleepwalker,
touching the walls where your laughter once lived.
Touching the walls where your laughter once lived,
grief becomes the only guest that stays.

Grief becomes the only guest that stays,
pulling up chairs to our table for one.
Pulling up chairs to our table for one,
I learn to swallow sorrow with my meals.

I learn to swallow sorrow with my meals,
the taste of salt in everything I eat.
The taste of salt in everything I eat
the house holds its breath in the spaces you left.",,,
sorrow & grieving,FALSE,figurative,"
The empty chair still holds your shape in morning light
I trace the worn arms where your hands once rested

I trace the worn arms where your hands once rested
Your coffee cup sits cold upon the table

Your coffee cup sits cold upon the table
The silence fills each room like rising water

The silence fills each room like rising water
I learn to breathe around this hollow aching

I learn to breathe around this hollow aching
Though memories bloom sharp as winter roses

Though memories bloom sharp as winter roses
The empty chair still holds your shape in morning light",,,
sorrow & grieving,FALSE,specific,"
The doctor's words hang in the air like smoke.
Your steady hands begin to shake and blur.

Your steady hands begin to shake and blur
we drive home through a world that looks the same.

We drive home through a world that looks the same,
but now each sunset has a numbered edge.

But now each sunset has a numbered edge,
I memorize the way you say my name.

I memorize the way you say my name,
and how you hum while washing morning dishes.

And how you hum while washing morning dishes
these ordinary moments turned to gold.

These ordinary moments turned to gold,
the doctor's words hang in the air like smoke.",,,
social commentaries,FALSE,general,"
We speak in whispers of the world's great pain,
while scrolling past each cry for help we see.
While scrolling past each cry for help we see,
we tell ourselves that someone else will care.

We tell ourselves that someone else will care
for those who sleep beneath the bridge tonight.
For those who sleep beneath the bridge tonight,
we build our walls a little higher still.

We build our walls a little higher still,
then wonder why our neighbors feel so strange.
Then wonder why our neighbors feel so strange,
we craft our posts with practiced, righteous rage.

We craft our posts with practiced, righteous rage,
but never leave the comfort of our screens.
But never leave the comfort of our screens,
we speak in whispers of the world's great pain.",,,
social commentaries,FALSE,figurative,"
We speak in whispers what we dare not shout,
The truth lives trapped behind our gilded screens.
The truth lives trapped behind our gilded screens,
While comfort builds its walls to keep change out.

While comfort builds its walls to keep change out,
Our voices echo in these hollow dreams.
Our voices echo in these hollow dreams,
Where meaning drowns in noise and endless doubt.

Where meaning drowns in noise and endless doubt,
The powerful pen still cuts through false routines.
The powerful pen still cuts through false routines,
And plants the seeds that bloom when light breaks out.

And plants the seeds that bloom when light breaks out
We speak in whispers what we dare not shout.",,,
social commentaries,FALSE,specific,"
The checkout line moves like molasses in winter cold,
while shareholders count profits from their distant towers.

While shareholders count profits from their distant towers,
her swollen feet throb in discount shoes worn thin.

Her swollen feet throb in discount shoes worn thin
third job this week, still can't make the rent.

Third job this week, still can't make the rent,
but politicians debate if fifteen's too generous.

But politicians debate if fifteen's too generous,
never having chosen between medicine and meals.

Never having chosen between medicine and meals,
she smiles at customers who don't see her strain.

She smiles at customers who don't see her strain,
their convenience built on her quiet desperation.

Their convenience built on her quiet desperation
the checkout line moves like molasses in winter cold.",,,
subjugation,FALSE,general,"
The chains we wear are forged by gentle hands
that promise safety in exchange for will.

That promise safety in exchange for will
we bend our backs beneath their soft demands.

We bend our backs beneath their soft demands,
convinced that freedom comes at too high cost.

Convinced that freedom comes at too high cost,
we trade our voices for their reprimands.

We trade our voices for their reprimands
and call it love, this careful, caged existence.

And call it love, this careful, caged existence
the sweetest trap is one we understand.

The sweetest trap is one we understand:
the chains we wear are forged by gentle hands.",,,
subjugation,FALSE,figurative,"
The weight of silence pressed against her chest.
She learned to swallow words like bitter pills.

She learned to swallow words like bitter pills,
while others spoke of freedom at their will.

While others spoke of freedom at their will,
she bent her back beneath the daily load.

She bent her back beneath the daily load,
her dreams grew small as shadows on the wall.

Her dreams grew small as shadows on the wall,
yet in her heart, rebellion stirred like fire.

Yet in her heart, rebellion stirred like fire
the weight of silence pressed against her chest.",,,
subjugation,FALSE,specific,"
Every Sunday morning, Mama's hands claimed my crown,
the wide-toothed comb a scepter in her steady grip.

Each strand pulled tight beneath her steady grip
""Beauty is discipline,"" she'd say, working each section down.

I learned that love could hurt, working each section down,
my scalp on fire, tears I wasn't allowed to show.

My scalp on fire, tears I wasn't allowed to show,
while she sculpted me into something presentable.

She sculpted me into something presentable
for Monday's white gaze, each braid a small surrender.

For Monday's white gaze, each braid a small surrender,
though she called it armor, called it protection.

She called it armor, this careful protection
every Sunday morning, Mama's hands claimed my crown.",,,
the mind,FALSE,general,"
The mind builds walls from yesterday's regret,
Each thought a brick in chambers we create.

Each thought a brick in chambers we create,
Yet dreams slip through the cracks like morning light.

Yet dreams slip through the cracks like morning light,
While memory rewrites what never was.

While memory rewrites what never was,
The present moment flickers, then dissolves.

The present moment flickers, then dissolves
Into the endless echo of our fears.

Into the endless echo of our fears,
We cage ourselves with stories we believe.

We cage ourselves with stories we believe,
The mind builds walls from yesterday's regret.",,,
the mind,FALSE,figurative,"
Thoughts spiral through corridors I cannot map,
each hallway leading to another door.

Each hallway leading to another door,
consciousness folds back upon itself.

Consciousness folds back upon itself
what dreams may come when reason sleeps?

What dreams may come when reason sleeps,
and logic bends like light through water?

And logic bends like light through water,
memory becomes both truth and lie.

Memory becomes both truth and lie,
reflecting what we think we know.

Reflecting what we think we know,
thoughts spiral through corridors I cannot map.",,,
the mind,FALSE,specific,"
My grandmother's hands move through her recipe box,
each card a doorway to what we've forgotten.

Each card a doorway to what we've forgotten
flour measurements written in her mother's script.

Flour measurements written in her mother's script
dissolve like sugar in the tea she can't remember making.

Dissolve like sugar in the tea she can't remember making.
The mind builds rooms, then locks away the keys.

The mind builds rooms, then locks away the keys
while I sit watching her search empty drawers.

While I sit watching her search empty drawers,
I memorize the way she folds her napkin.

I memorize the way she folds her napkin.
My grandmother's hands move through her recipe box.",,,
trees and flowers,FALSE,general,"
The oak remembers every storm it's weathered through the years,
while daffodils below forget their winter's frozen tears.

While daffodils below forget their winter's frozen tears,
the maple drops its crimson leaves like scattered souvenirs.

The maple drops its crimson leaves like scattered souvenirs,
as roses climb toward the light that through the branches clears.

As roses climb toward the light that through the branches clears,
the willow bends to whisper secrets only springtime hears.

The willow bends to whisper secrets only springtime hears,
while peonies unfurl their blooms despite their thorny fears.

While peonies unfurl their blooms despite their thorny fears,
the oak remembers every storm it's weathered through the years.",,,
trees and flowers,FALSE,figurative,"
The oak extends her arms to catch the rain,
while daffodils unfurl their golden crowns.

While daffodils unfurl their golden crowns,
the maple whispers secrets to the wind.

The maple whispers secrets to the wind,
and tulips lift their faces to the sun.

And tulips lift their faces to the sun,
the willow weeps with joy beside the stream.

The willow weeps with joy beside the stream,
where violets carpet earth in purple hues.

Where violets carpet earth in purple hues,
the birch stands sentinel in silver bark.

The birch stands sentinel in silver bark,
while roses climb and claim the garden wall.

While roses climb and claim the garden wall,
the oak extends her arms to catch the rain.",,,
trees and flowers,FALSE,specific,"
The cherry tree sheds petals like confetti in spring air,
Each bloom a brief promise written on the wind.

Each bloom a brief promise written on the wind
Pink snow drifting down to carpet sidewalk stone.

Pink snow drifting down to carpet sidewalk stone
Where children chase the falling fragments of beauty.

Where children chase the falling fragments of beauty,
Their laughter mingles with the scent of fleeting grace.

Their laughter mingles with the scent of fleeting grace
As mothers pause to photograph what cannot last.

As mothers pause to photograph what cannot last,
The cherry tree sheds petals like confetti in spring air.",,,
truth,FALSE,general,"
Truth hides behind the curtain of our wanting,
a shadow cast by light we cannot bear.

A shadow cast by light we cannot bear
we build our lies like houses, room by room.

We build our lies like houses, room by room,
yet every wall we raise becomes transparent.

Yet every wall we raise becomes transparent
when morning breaks the careful dark we've kept.

When morning breaks the careful dark we've kept,
we find ourselves both naked and ashamed.

We find ourselves both naked and ashamed
truth hides behind the curtain of our wanting.",,,
truth,FALSE,figurative,"
The light reveals what darkness tried to hide
beneath the surface, something always stirs.

Beneath the surface, something always stirs,
like whispers that refuse to stay contained.

Like whispers that refuse to stay contained,
we speak in circles, hoping to find ground.

We speak in circles, hoping to find ground
where honest words can finally take root.

Where honest words can finally take root,
the masks we wear begin to crack and fall.

The masks we wear begin to crack and fall
the light reveals what darkness tried to hide.",,,
truth,FALSE,specific,"
The verdict hung between two different truths,
each witness swearing what their eyes had seen.
Each witness swearing what their eyes had seen
but memory bends like light through dirty glass.
But memory bends like light through dirty glass,
distorting faces in the courthouse hall.
Distorting faces in the courthouse hall,
twelve jurors searched for one reliable thread.
Twelve jurors searched for one reliable thread
to weave together from these tangled lies.
To weave together from these tangled lies
some fabric strong enough to bear the weight.
Some fabric strong enough to bear the weight
the verdict hung between two different truths.",,,
twilight,FALSE,general,"
The sky bleeds purple into waiting night,
And day surrenders to the coming dark.
And day surrenders to the coming dark,
While shadows lengthen, swallowing the light.

While shadows lengthen, swallowing the light,
The first stars pierce the velvet evening's veil.
The first stars pierce the velvet evening's veil,
As crickets sing their ancient, wordless rite.

As crickets sing their ancient, wordless rite,
The world grows soft between the day and night.
The world grows soft between the day and night,
And silence holds what daylight cannot tell.

And silence holds what daylight cannot tell
The sky bleeds purple into waiting night.",,,
twilight,FALSE,figurative,"
The sun retreats behind the distant hills,
painting the sky in shades of gold and rose.
Painting the sky in shades of gold and rose,
shadows grow long across the cooling earth.

Shadows grow long across the cooling earth
as crickets start their evening serenade.
As crickets start their evening serenade,
the first stars pierce the darkening canopy.

The first stars pierce the darkening canopy
while streetlights flicker on in scattered towns.
While streetlights flicker on in scattered towns,
we pause between the day we've left behind.

We pause between the day we've left behind
and night that waits with mysteries untold.
And night that waits with mysteries untold
the sun retreats behind the distant hills.",,,
twilight,FALSE,specific,"
The mason jars sit empty on the porch rail, waiting.
Children gather as the first stars pierce the purple sky.

Children gather as the first stars pierce the purple sky,
their bare feet silent on the cooling grass below.

Their bare feet silent on the cooling grass below,
they cup small hands around the blinking yellow lights.

They cup small hands around the blinking yellow lights
summer's tiny lanterns dancing in the dusk.

Summer's tiny lanterns dancing in the dusk
flicker once, then twice, then dim inside the glass.

Flicker once, then twice, then dim inside the glass
the magic fades as quickly as it came.

The magic fades as quickly as it came.
The mason jars sit empty on the porch rail, waiting.",,,
urban environment,FALSE,general,"
The subway's rumble shakes the pavement overhead,
while neon signs flicker against the midnight sky.
While neon signs flicker against the midnight sky,
strangers pass like ghosts beneath the streetlight's glow.

Strangers pass like ghosts beneath the streetlight's glow,
their footsteps echo down the narrow alleyways.
Their footsteps echo down the narrow alleyways,
where steam rises from the manholes like lost breath.

Where steam rises from the manholes like lost breath,
the city hums its restless, sleepless lullaby.
The city hums its restless, sleepless lullaby,
and taxi horns compose the urban symphony.

And taxi horns compose the urban symphony,
while windows glow like squares of amber light.
While windows glow like squares of amber light,
the subway's rumble shakes the pavement overhead.",,,
urban environment,FALSE,figurative,"
The subway rumbles beneath cracked concrete dreams,
where neon signs flicker against midnight's veil.
Nothing here is quiet as it seems
the subway rumbles beneath cracked concrete dreams.

Steam rises from manholes like ghostly exhales,
while sirens weave through canyons of steel and stone.
Nothing here is quiet as it seems,
steam rises from manholes like ghostly exhales.

In windows above, a thousand lives are sown,
each light a story in towers that scrape the sky.
While sirens weave through canyons of steel and stone,
in windows above, a thousand lives are sown.

The city breathes with its electric sigh,
where neon signs flicker against midnight's veil.
Each light a story in towers that scrape the sky
the city breathes with its electric sigh.",,,
urban environment,FALSE,specific,"
The jackhammer's rhythm wakes the sleeping street,
where concrete dreams are poured in metal frames.
Where concrete dreams are poured in metal frames,
hard hats gather like bright orange flames.

Hard hats gather like bright orange flames
around the coffee cart's steam and light.
Around the coffee cart's steam and light,
the city stretches, shaking off the night.

The city stretches, shaking off the night
while steel beams rise against the dawn's first gleam.
While steel beams rise against the dawn's first gleam,
another tower joins the skyline's dream.

Another tower joins the skyline's dream
the jackhammer's rhythm wakes the sleeping street.",,,
war & conflict,FALSE,general,"
The earth remembers what we choose to forget
each shell that bloomed in fields of mud and bone.

Each shell that bloomed in fields of mud and bone,
now children play where poppies mark the dead.

Now children play where poppies mark the dead,
their laughter echoes through the cemetery stones.

Their laughter echoes through the cemetery stones,
while mothers still wait by their window glass.

While mothers still wait by their window glass,
the earth remembers what we choose to forget.",,,
