poem_title,poem_text,author,form
September,"O golden month! How high thy gold is heaped!
The yellow birch-leaves shine like bright coins strung
On wands; the chestnut's yellow pennons tongue
To every wind its harvest challenge. Steeped
In yellow, still lie fields where wheat was reaped;
And yellow still the corn sheaves, stacked among
The yellow gourds, which from the earth have wrung
Her utmost gold. To highest boughs have leaped
The purple grape,—last thing to ripen, late
By very reason of its precious cost.
O Heart, remember, vintages are lost
If grapes do not for freezing night-dews wait.
Think, while thou sunnest thyself in Joy's estate,
Mayhap thou canst not ripen without frost!",Helen Hunt Jackson,sonnet
Sonnet—Baugmaree,"A sea of foliage girds our garden round,
        But not a sea of dull unvaried green,
        Sharp contrasts of all colours here are seen;
The light-green graceful tamarinds abound
Amid the mangoe clumps of green profound,
        And palms arise, like pillars gray, between;
        And o'er the quiet pools the seemuls lean,
Red,—red, and startling like a trumpet's sound.
But nothing can be lovelier than the ranges
        Of bamboos to the eastward, when the moon
Looks through their gaps, and the white lotus changes
        Into a cup of silver. One might swoon
               Drunken with beauty then, or gaze and gaze
               On a primeval Eden, in amaze.",Toru Dutt,sonnet
Sonnet to Winter,"Thy brow is girt, thy robe with gems inwove;
    And palaces of frost-work, on the eye,
    Flash out, and gleam in every gorgeous dye,
The pencil, dipped in glorious things above,
    Can bring to earth. Oh, thou art passing fair!
But cold and cheerless as the heart of death,
Without one warm, free pulse, one softening breath,
    One soothing whisper for the ear of Care.
Fortune too has her Winter. In the Spring,
    We watch the bud of promise; and the flower
    Looks out upon us at the Summer hour;
And Autumn days the blessed harvest bring;
    Then comes the reign of jewels rare, and gold,
    When brows flash light, but hearts grow strangely cold.",Emily Chubbuck Judson,sonnet
Sonnet VII,"Is love a fancy, or a feeling? No.
It is immortal as immaculate Truth,
'Tis not a blossom shed as soon as youth,
Drops from the stem of life—for it will grow,
In barren regions, where no waters flow,
Nor rays of promise cheats the pensive gloom.
A darkling fire, faint hovering o'er a tomb,
That but itself and darkness nought doth show,
It is my love's being yet it cannot die,
Nor will it change, though all be changed beside;
Though fairest beauty be no longer fair,
Though vows be false, and faith itself deny,
Though sharp enjoyment be a suicide,
And hope a spectre in a ruin bare.",Hartley Coleridge,sonnet
Sonnet VIII,"Mondego! thou, whose waters cold and clear 
Gird those green banks, where fancy fain would stay, 
Fondly to muse on that departed day 
When Hope was kind and Friendship seem’d sincere; 
—Ere I had purchas’d knowledge with a tear.
—Mondego! though I bend my pilgrim way 
To other shores, where other fountains stray,
And other rivers roll their proud career, 
Still—nor shall time, nor grief, nor stars severe, 
Nor widening distance e’er prevail in aught 
To make thee less to this sad bosom dear; 
And Memory oft, by old Affection taught, 
Shall lightly speed upon the plumes of thought, 
To bathe amongst thy waters cold and clear!

 

 

 

Doces e claras aguas do Mondego, 
Doce repouso de minha lembrança, 
Onde a comprida e pérfida esperança 
Longo tempo apoz si me trouxe cego.
De vós me aparto, si; porém não nego, 
Que inda a longa memoria, que me alcança. 
Me não deixa de vós fazer mudança. 
Mas quanto mais me alongo, mais me achego.
Bem poderá a Fortuna este instrumento 
Da alma levar por terra nova e extranha, 
Oíferecido ao mar remoto, ao vento.
Mas a alma, que de cá vos acompanha. 
Nas azas do ligeiro pensamento 
Para vós, aguas, vôa, e em vós se banha.",Luís de Camões,sonnet
Sappho and Phaon: Sonnet III,"Turn to yon vale beneath, whose tangled shade
Excludes the blazing torch of noon-day light,
Where sportive Fawns, and dimpled Loves invite,
The bow'r of Pleasure opens to the glade:
Lull'd by soft flutes, on leaves of violets laid,
There witching beauty greets the ravish'd sight,
More gentle than the arbitress of night
In all her silv'ry panoply array'd!
The birds breathe bliss! light zephyrs kiss the ground,
Stealing the hyacinth's divine perfume;
While from the pellucid fountains glitt'ring round,
small tinkling rills bid rival flow'rets bloom!
HERE, laughing Cupids bathe the bosom's wound;
THERE, tyrant passion finds a glorious tomb!",Mary Robinson,sonnet
Sonnet 100,"In night when colors all to black are cast,
Distinction lost, or gone down with the light;
The eye a watch to inward senses placed,
Not seeing, yet still having powers of sight,

Gives vain alarums to the inward sense,
Where fear stirred up with witty tyranny,
Confounds all powers, and thorough self-offense,
Doth forge and raise impossibility:

Such as in thick depriving darknesses,
Proper reflections of the error be,
And images of self-confusednesses,
Which hurt imaginations only see;

And from this nothing seen, tells news of devils,
Which but expressions be of inward evils.",Lord Brooke Fulke Greville,sonnet
"Sonnet 7 [The soote season, that bud and bloom forth brings] ","The soote season, that bud and bloom forth brings
With green hath clad the hill and eke the vale;
The nightingale with feathers new she sings;
And turtle to her make hath told her tale.
Summer is come, for every spray now springs;
The hart hath hung his old head on the pale;
The buck in brake his winter coat he flings;
The fishes flete with new repairèd scale;
The adder all her slough away she slings;
The swift swalllow pursueth the flies small;
The busy bee her honey now she mings;
Winter is worn that was the flowers' bale.
And thus I see among these pleasant things
Each care decays, and yet my sorrow springs.",Henry Howard,sonnet
"Sonnet 12 [Alas, so all things now do hold their peace] ","Alas, so all things now do hold their peace,
Heaven and earth disturbèd in no thing;
The beasts, the air, the birds their song do cease;
The nightes car the stars about doth bring.
Calm is the sea, the waves work less and less.
So am not I, whom love, alas, doth wring,
Bringing before my face the great increase
Of my desires, whereat I weep and sing
In joy and woe, as in a doubtful ease.
For my sweet thoughts sometime do pleasure bring,
But by and by the cause of my disease
Gives me a pang that inwardly doth sting,
When that I think what grief it is again
To live and lack the thing should rid my pain.",Henry Howard,sonnet
All American Ghazal,"On our first date, I admit I haven’t left since arriving to this country.
So, of course, being dramatic, I became a poet’s country.

Years after divorce, I lost a custody fight, in part, because of
my status—so, indeed, a free country.

Pho in the South End. Oxtail in Queens. Tinned fish. Cannoli in
Little Italy. No-contact delivery. The food of my country.

Fifty or so provincial patches of grass—upon closer look—leaves. 
The edge, where people live, frays in this country.

“We can work on human rights while negotiating,” the Senator 
says, “the prospects of nuclear war in our country.”

I was born in the Philippines, so my native tongue is partisanship.
I’m many parties. I’m made impartial by my country—

a professional, ministerial office holder. A biblical fortune.
It’s libidinal, the we in the ballad that makes a land.

It’s provisional, the line that cuts through sand. I is a line
with a place to stand. I is a framing device. What good is a nation. 

Parts of speech like mine fragment. Cut. Clean. I’m rightless 
but I have capital. Charge me, Dujie, precis a person. ",Dujie Tahat,ghazal
Even The Rain,"What will suffice for a true-love knot? Even the rain?

But he has bought grief’s lottery, bought even the rain.

“Our glosses / wanting in this world”—“Can you remember?”

Anyone!—“when we thought / the poets taught” even the rain?

After we died—That was it!—God left us in the dark.

And as we forgot the dark, we forgot even the rain.

Drought was over. Where was I? Drinks were on the house.

For mixers, my love, you’d poured—what?—even the rain.

Of this pear-shaped orange’s perfumed twist, I will say:

Extract Vermouth from the bergamot, even the rain.

How did the Enemy love you—with earth? air? and fire?

He held just one thing back till he got even: the rain.

This is God’s site for a new house of executions?

You swear by the Bible, Despot, even the rain?

After the bones—those flowers—this was found in the urn:

The lost river, ashes from the ghat, even the rain.

What was I to prophesy if not the end of the world?

A salt pillar for the lonely lot, even the rain.

How the air raged, desperate, streaming the earth with flames—

To help burn down my house, Fire sought even the rain.

He would raze the mountains, he would level the waves;

he would, to smooth his epic plot, even the rain.

New York belongs at daybreak to only me, just me—

To make this claim Memory’s brought even the rain.

They’ve found the knife that killed you, but whose prints are these?

No one has such small hands, Shahid, not even the rain.",Agha Shahid Ali,ghazal
Orange,"If I have a gender, let it be a history learned from orange
Freak            Sun Sucker           Queer            Orange Boy

Rumor of 6th grade sunrise, dressed in you I was a child
of unspeakable obsession. Archaic language, Giolureade

Until Margaret Tudor, Queen of Scots. Her lips unlocked
your sarcenet line, my fingers knew taste before the orange

Dared on Norwood apartments, Dutch colonies
hunted man straight into your family crests of orange

Scraped from dust to crown our bruises, warriors we
stared directly into the sun, Tainos dyed in orange

As if we always knew we were history. Amber hardened into gold
tricking mortals, mortals tricking gods asking Was it the fruit or the color?

First, Tibbets’ grove, millions of fruits grafted
instead of born, from two parent orange trees

The key to a philosopher’s stone: Colormen flirting
with volcanos to retrieve your arsenic orpiment

Forever in danger of sliding into another color, I ran
after you, tracing rivers and creeks and streams of citrus

The Washington Navel Orange, a second fruit protruding:
not a twin, nor translation, but a new name every season.",Noel Quiñones,ghazal
Ghazal Circling Fatherhood,"My mother exalts her long-gone father.
Driving home, laments the failings of my father.

Sees her ex-husband in my excuses,
tells me: That’s just like your father. 

On holiday, he sneaks away to work;
I take a work call. Like son, like father.

Before, I tried to outrun my shadow
when sun met twilight, like Earth’s late father.

God sacrificed his son for his life’s work.
So we sing heavenward to honor the Father,

the Son, and the Holy Spirit—Forgive me,
for I have sinned, become my own father—

not who raised me, but those who claim me
as theirs. The stone-jawed men who father

havoc through absence, posture a myth for
any gaze. How many don’t know their father?

I’m at my kids’ school, bath time, rubbing their backs
before bed. They will know their father

as the one who showed up & always stayed,
bleary-eyed, did anything to father.

My mother fears she will be forgotten,
invoking Time, like others, as a father.

My wife notes the shifting sky above us.
What gravity gives birth to a father?",Carlos Andrés Gómez,ghazal
Ghazal: Sea,"As Karen Blixen said, the cure’s the sea
—or sweat, or tears—but I prefer the sea.

In fact, it’s homeopathy. Why cry
with eyes baptised (if reddened) by the sea?

The metaphors of fabric come to mind:
cool silk or aqua velvet, summer sea

            (or better, come to body: intimate,
            enveloped skin on skin, the lover sea).

The bone-ache deep, the pains gone unexplained:
for now just dive, ameliorator sea.

The “mermaid’s tears,” smoothed glass or plastic: lovely
but hazardous to creatures of the sea.

This evening’s rough: Poseidon snaps my straps.
Pathetic fallacy, bipolar sea.

And in their one-piece suits, the ladies age
and silver, laugh and rage: September sea.

For whatever we lose(like a you or a me)
it’s always ourselves we find in the sea.",Moira Egan,ghazal
Swan Song,"They say when the time comes for a swan to die,
it goes where other swans have gone to die.

They say as the last night begins to fall,
it trails behind the setting sun to die.

And it sings ghazals, as though it wished between
the pages of its own divan to die.

They say a swan loves only once and will
return to where its love was won to die.

Making its deathbed where it first made love,
it can forget it has withdrawn to die.

Are these tales true? In the desert, where I live,
no swan has come, not a single one, to die.

But then they say that swans return to water,
in whose embrace life was begun, to die.

Open your arms, my dear, and slake my thirst:
the time has come for one more swan to die.",Armen Davoudian,ghazal
Ghazal of Oranges,"On New Year’s Eve, my father overfills the baskets with oranges,
mangoes, grapes, grapefruits, other citrus too, but mostly oranges.

The morning of the first, he opens every window to let the new year in.
In Chinatown, red bags sag with mustard greens and mandarin oranges.

A farmer in a fallow season kneels to know the dirt. More silt than soil,
he wipes his brow and mumbles to his dog: time to give up this crop of oranges.

The woman knows she let herself say too much to someone undeserving.
She lays her penance on her sister’s doorstep: a case of expensive oranges.

At the Whitney, I take a photo of a poem in a book behind the glass.
Above it, a painting: smears of blue, Frank O’Hara, his messy oranges.

The handsome server speaks with his hands: Tonight is grilled octopus
with braised fennel and olives, topped with peppercress, cara caras, and blood oranges.

No one at the table looks up, ashamed by the prices on the chic menus.
The busser fills my water and I inhale him: his faraway scent of oranges.

Seventh grade, Southern California: we monitored the daily smog alerts.
Red: stay inside. White: play outside. I forget what warning orange is.

Clutch was serious about art and said our final projects could be
whatever . . . performative . . . like, just show up with a wheelbarrow full of oranges.

Jan, in all of those first six years, why is all you can remember this:
the mist rising in the sunny air as you watched her peeling oranges.",Jan-Henry Gray,ghazal
What of Fire?,"My therapist has approved my drinking of three whiskeys per night,
her eyes forbearing, knowing well the ruthlessness of night.

The sun having fled as a father might flee, my cousin fathered
a narrow terror while he robbed, with a pistol, a fellow citizen one night.

The encouraging lies of a mother are greatly underpaid job-keepers;
slovenly kings have dealt much wrong money to generals and knights.

My childhood was a lengthy scene of make believe and disaccord—
my favorite things being rain and watching my mother’s cigarettes ignite.

What of fire, among its timelessness and musculature, is not
more divine when burning past the open gates of night?",Marcus Jackson,ghazal
Ghazal !,"A lot more malaise and a little more grief every day,

aware that all seasons, the stormy, the sunlit, are brief every day. 

I don’t know the name of the hundredth drowned child, just the names

of the oligarchs trampling the green, eating beef every day,

while luminous creatures flick, stymied, above and around

the plastic detritus that’s piling up over the reef every day.

A tiny white cup of black coffee in afternoon shade,

while an oud or a sax plays brings breath and relief every day. 

Another beginning, no useful conclusion in sight‚—

another first draft that I tear out and add to the sheaf every day. 

One name, three-in-one, ninety-nine, or a matrix of tales 

that are one story only, well-springs of belief every day.

But I wake before dawn to read news that arrived overnight

on a minuscule screen , and exclaim  ?? ???? every day.",Marilyn Hacker,ghazal
Vindication,"They signed The Declaration of Sentiments

with nib of rib, the right to suffrage their daring

Called ugly then witch, pretty then weak

to be at once woman and voter, their daring

Hunger, headaches, heartaches, hatred, death

all this, and more, it cost them, their daring

As men are born, with God’s grace, so are women

they urged and argued with brains and daring

With firm convictions and hopes of fallen yokes

steadfast they marched nursing dreams of future daring

Sojourner, Dolores, their daughters left behind

now work against voter suppression with daring

There is more work on the horizon, more

yeast to knead into the bread of their daring

Persist Claudia! in mind and body be

not ugly, not pretty, but ablaze with daring.",Claudia Castro Luna,ghazal
Ghazal,"The sky is a dry pitiless white. The wide rows stretch on into death.
Like famished birds, my hands strip each stalk of its stolen crop: our name.
History is a ship forever setting sail. On either shore: mountains of men,
Oceans of bone, an engine whose teeth shred all that is not our name.

Can you imagine what will sound from us, what we’ll rend and claim
When we find ourselves alone with all we’ve ever sought: our name?

Or perhaps what we seek lives outside of speech, like a tribe of goats
On a mountain above a lake, whose hooves nick away at rock. Our name

Is blown from tree to tree, scattered by the breeze. Who am I to say what,
In that marriage, is lost? For all I know, the grass has caught our name.

Having risen from moan to growl, growl to a hound’s low bray,
The voices catch. No priest, no sinner has yet been taught our name.

Will it thunder up, the call of time? Or lie quiet as bedrock beneath
Our feet? Our name our name our name our fraught, fraught name.",Tracy K. Smith,ghazal
Reservoirs,"The apple was not an apple when the rains came
The grave spurned the groundskeeper’s shovel when the rains came

No sacrament    no scripture        There were no reservoirs
save an ark beneath the steeple when the rains came

First the river wouldn’t fill             Then the valley’s hills
rose like the back of a camel when the rains came

The piano pursed its mouth of strings      The tenor kissed
his weathered hymnal when the rains came

There was no weathered landscape           there were neither
the hanging gardens nor Babel when the rains came

Lying on his back            the shepherd fanned his arms and legs
No one told him he couldn’t impress an angel when the rains came

our glosses / wanting in this world    Can you remember?
My name in Hebrew means Beloved or      blissful when the rains came",David Welch,ghazal
"Speak Now, Or Forever. Hold Your Peace.","Draped in thick silk the hue of hemorrhage and bone, you fondle
your butt stocks, muffled lust needles your cheeks. Your aim? To
make America great. Again,

your terse-lipped Lord has nudged you into the glare—numbed
and witless in His name, you preen and re-glue blessed unions,
mistake America straight, contend

your unloosed crave for the sugared heat of triggers. Besotted beneath
your crowns of unspent shells, you hard-rhyme vows and
quake, aware of that weight again,

the gawky, feral gush of fetish. Every uncocked groom and rigid
bride is greased and un-tongued, struck dumb by what’s at
stake. A miracle waits. You men

and women kaboom your hearts with skewered Spam and searing
pink Walmart wine, graze idly on ammo and blood-frosted
cake. A prayer is the bait. Amen

woos guests in their ball gowns and bird suits, hallows your blind
obsession with your incendiary intended. Though you’ve
faked America, hate upends

all this odd holy—its frayed altars, fumbled psalms, assault rifles
chic in itty veils. And we marvel at this
outbreak, bewaring that gate again,

left unlatched so this bright foolish can flow through. This ilk
of stupid blares blue enough to rouse ancestors—y’all ’bout to
make Amiri berate again,

’bout to conjure Fannie Lou and her tree-trunk wrists. While you
snot-weep, caress mute carbines, wed your unfathomable
ache, America waits. ’Cause when

the sacrament cools, and the moon is pocked with giggling, who’ll
fall naked first, whose shuddering tongue will dare the barrel?
Take that dare. Consummate. And then,

whose blood will that be?",Patricia Smith,ghazal
Cast-Iron Ghazal,"My mouth won’t ever forget her skill with a skillet,
my father’s mother, cooking
with her mother’s skillet.

Looking deep into its heavy antique mirror, I see
her wedding day: white dress
and this coal-dark skillet.

Heaven was bacon’s sizzle waking my ears and nose.
Or was it one of her chickens 
slow-frying in the skillet?

Her husband once took it hunting without asking:
she said she’d bust his skull 
with that upraised skillet.

Fire-born bell whose clapper was a plain dinner fork,
juicy fauna and flora notes
rang out from her skillet.

I see early widowhood, cooked-for children gone:
darkness lends its seasoning
to every cast-iron skillet.

She hid its teardrop handle inside her strong grip
when pouring red-eye gravy
from one lip of the skillet.

What went into the oven as batter we two mixed
came out as cornbread glory,
steaming amen in a skillet.

Black as her Bible, black as her once-maiden hair,
black as a panther howling
at midnight, this skillet.

I see her funeral day, the kitchen filled with food
not made by her, no flame
kissing the empty skillet.

I say McFee into its circle, hear her savory voice 
giving back the family name 
from her (now my) skillet.",Michael McFee,ghazal
how to say,"in the divorce i separate to two piles                 books: english      love songs: arabic
my angers   my schooling    my long repeating name       english    english     arabic

i am someone’s daughter but i am american born        it shows in my short memory
my ahistoric glamour     my clumsy tongue when i forget the word for [   ] in arabic

i sleep         unbroken dark hours on airplanes home           & dream i’ve missed my
connecting flight      i dream a new & fluent mouth full of gauzy swathes of arabic

i dream my alternate selves               each with a face borrowed from photographs of
the girl who became my grandmother   brows & body rounded & cursive like arabic

but wake to the usual borderlands     i crowd shining slivers of english to my mouth
iris    crocus   inlet   heron         how dare i love a word without knowing it in arabic

& what even is translation       is immigration        without irony         safia
means pure           all my life it’s been true           even in my clouded arabic",Safia Elhillo,ghazal
Ghazal: The Dark Times,"Tell us that line again, the thing about the dark times…
“When the dark times come, we will sing about the dark times.”

They’ll always be wrong about peace when they’re wrong about justice…
Were you wrong, were you right, insisting about the dark times?

The traditional fears, the habitual tropes of exclusion
Like ominous menhirs, close into their ring about the dark times.

Naysayers in sequins or tweeds, libertine or ascetic
Find a sensual frisson in what they’d call bling about the dark times.

Some of the young can project themselves into a Marshall Plan future
Where they laugh and link arms, reminiscing about the dark times.

From every spot-lit glitz tower with armed guards around it
Some huckster pronounces his fiats, self-sacralized king, about the dark times.

In a tent, in a queue, near barbed wire, in a shipping container,
Please remember ya akhy, we too know something about the dark times.

Sindbad’s roc, or Ganymede’s eagle, some bird of rapacious ill omen
From bleak skies descends, and wraps an enveloping wing about the dark times.

You come home from your meeting, your clinic, make coffee and look in the mirror
And ask yourself once more what you did to bring about the dark times.",Marilyn Hacker,ghazal
Ghazal: America the Beautiful,"Do you remember our earnestness our sincerity
in first grade when we learned to sing America

The Beautiful along with the Star-Spangled Banner
and say the Pledge of Allegiance to America

We put our hands over our first grade hearts
we felt proud to be citizens of America

I said One Nation Invisible until corrected
maybe I was right about America

School days school days dear old Golden Rule Days
when we learned how to behave in America

What to wear, how to smoke, how to despise our parents
who didn’t understand us or America

Only later learning the Banner and the Beautiful
live on opposite sides of the street in America

Only later discovering the Nation is divisible
by money by power by color by gender by sex America

We comprehend it now this land is two lands
one triumphant bully one still hopeful America

Imagining amber waves of grain blowing in the wind
purple mountains and no homeless in America

Sometimes I still put my hand tenderly on my heart
somehow or other still carried away by America",Alicia Ostriker,ghazal
WWE,"Here’s your auntie, in her best gold-threaded shalwaar
kameez, made small by this land of american men.

Everyday she prays. Rolls attah & pounds the keema
at night watches the bodies of these glistening men.

Big and muscular, neck full of veins, bulging in the pen.
Her eyes kajaled & wide, glued to sweaty american men.

She smiles as guilty as a bride without blood, her love
of this new country, cold snow & naked american men.

“Stop living in a soap opera” yells her husband, fresh
from work, demanding his dinner: american. Men

take & take & yet you idolize them still, watch
your auntie as she builds her silent altar to them—

her knees fold on the rundown mattress, a prayer to WWE
Her tasbeeh & TV: the only things she puts before her husband. 

She covers bruises & never lets us eat leftovers: a good wife.
It’s something in their nature: what america does to men.

They can’t touch anyone without teeth & spit
unless one strips the other of their human skin.

Even now, you don’t get it. But whenever it’s on you watch
them snarl like mad dogs in a cage—these american men.

Now that you’re older your auntie calls to say he hit
her again, that this didn’t happen before he became american. 

You know its true & try to help, but what can you do?
You, little Fatimah, who still worships him?  
 ",Fatimah Asghar,ghazal
Ghazal,"Does exile begin at birth? I lived beside a wide river
For so long I stopped hearing it.

As when a glass shatters during an argument,
And we are secretly thrilled. . . . We wanted it to break.

Always something missing now in the cry of one bird,
Its wings flared against the wood.

Still, everything that is singular has a name:
Stone, song, trembling, waist, & snow. I remember how

My old psychiatrist would pinch his nose between
A thumb & forefinger, look up at me & sigh.",Larry Levis,ghazal
Ghazal: In Silence,"Let them be, the battles you fought, in silence.
Bury your shame, the worst you thought, in silence.

At last my Beloved has haggled with death.
'One more day' was the pearl she bought in silence.

At night she heard the blacksmith hammering chains,
at dawn the saw, the fretwork wrought in silence.

'The only wrong I've done is to live too long,'
my Beloved's eyes tell the court in silence.

She's as young as the month of Ordibehesht,
month of my birth, spring's mid-leap caught in silence.

My Beloved, under the shade of a palm,
was the girl, the mother I sought in silence.

Loneliness is innumerate. Days slip by,
suns rise that daylight moons distort in silence.

The bell on her wrist was silent, her fingers
ice cold as the julep she brought in silence.

'Mimijune! Mimijune!' My Beloved's voice
climbs three steep notes for tears to thwart in silence.

Three syllables of equal weight, equal stress,
dropped in a well, keep falling short in silence.",Mimi Khalvati,ghazal
The Ghazal of What Hurt,"Pain froze you, for years—and fear—leaving scars. 
But now, as though miraculously, it seems, here you are 

walking easily across the ground, and into town 
as though you were floating on air, which in part you are, 

or riding a wave of what feels like the world's good will—
though helped along by something foreign and older than you are 

and yet much younger too, inside you, and so palpable 
an X-ray, you're sure, would show it, within the body you are,
 
not all that far beneath the skin, and even in 
some bones. Making you wonder: Are you what you are—

with all that isn't actually you having flowed 
through and settled in you, and made you what you are? 

The pain was never replaced, nor was it quite erased. 
It's memory now—so you know just how lucky you are. 

You didn't always. Were you then? And where's the fear?
Inside your words, like an engine? The car you are?! 

Face it, friend, you most exist when you're driven 
away, or on—by forms and forces greater than you are. ",Peter Cole,ghazal
Ghazal of the Better-Unbegun,"Too volatile, am I?  too voluble?  too much a word-person?
I blame the soup:  I'm a primordially
stirred person.

Two pronouns and a vehicle was Icarus with wings.
The apparatus of his selves made an ab-
surd person.

The sound I make is sympathy's:  sad dogs are tied afar.
But howling I become an ever more un-
heard person.

I need a hundred more of you to make a likelihood.
The mirror's not convincing-- that at-best in-
ferred person.

As time's revealing gets revolting, I start looking out.
Look in and what you see is one unholy
blurred person.

The only cure for birth one doesn't love to contemplate.
Better to be an unsung song, an unoc-
curred person.

McHugh, you'll be the death of me -- each self and second studied!
Addressing you like this, I'm halfway to the
third person.",Heather McHugh,ghazal
The Weary Blues,"Droning a drowsy syncopated tune,
Rocking back and forth to a mellow croon,
     I heard a Negro play.
Down on Lenox Avenue the other night
By the pale dull pallor of an old gas light
     He did a lazy sway . . .
     He did a lazy sway . . .
To the tune o’ those Weary Blues.
With his ebony hands on each ivory key
He made that poor piano moan with melody.
     O Blues!
Swaying to and fro on his rickety stool
He played that sad raggy tune like a musical fool.
     Sweet Blues!
Coming from a black man’s soul.
     O Blues!
In a deep song voice with a melancholy tone
I heard that Negro sing, that old piano moan—
     ""Ain’t got nobody in all this world,
       Ain’t got nobody but ma self.
       I’s gwine to quit ma frownin’
       And put ma troubles on the shelf.""

Thump, thump, thump, went his foot on the floor.
He played a few chords then he sang some more—
     ""I got the Weary Blues
       And I can’t be satisfied.
       Got the Weary Blues
       And can’t be satisfied—
       I ain’t happy no mo’
       And I wish that I had died.""
And far into the night he crooned that tune.
The stars went out and so did the moon.
The singer stopped playing and went to bed
While the Weary Blues echoed through his head.
He slept like a rock or a man that's dead.",Langston Hughes,blues poem
Those Everlasting Blues,"There ain’t
gonna be
any more
mad parties
between
you and me
and it ain’t
gonna be
because I
love you less
but love you more.
And there ain’t
gonna be
any more
sad parties
between us two
because I’m
gonna forget
what I want
till I see
what I want
is you.
And I ain’t
gonna find
what you are
till I find
what it is
that you want
of me
and how
am I
gonna see
what it is
till all
of myself
loves you.
And I don’t
really love
you though I
love you more
than the world
till I learn
to swallow
whatever
you’d like
me to do.
And I ain’t
gonna down
whatever
that little
may be
till I love
me less and
love you more
and love you
for yourself
alone.
If there ain’t
gonna be
any loving
just you
alone
then it’s up
to me to
be taking
myself and
moving myself
off home.
And I’ll
be dragging
what’s left of me
to my lonely
room in the blue
and never
come back
and never
crawl back
till I’m through
just hugging
me.
And I ain’t
no I ain’t
gonna stop
doing that as
I ought to do
till I’m ab-
solutely and
positively
in love and
in love with
you.
And when I’ve
done that and
done only that
and done all of that
for you
you’ll hear me
on the doorstep
ringing at the
doorbell
for one more
party for two.
With nothing
mad in it
nothing sad
in it but
a long glad
lifelong spree
with me myself
loving you yourself
and you
loving me
for me.",Alfred Kreymborg,blues poem
Blues Franchise,"Blues as art as theme as exhibition

Up on a midtown metropolis edifice

Billboard façade 50 feet tall thirty feet wide: BLUE SMOKE

Of a black femme-like face framed by her fingers tapered upward in the V of her palms

Looking off, her eyes below her painted on eyebrows

And Caucasoid wig solid black

touching off of a violet plunging deeper into the decorated pigment

A frame furls hints of blue in a spectral geometry

Framing tightly the face, reposed

A white strap over one deep ochre shoulder as background

 
Could be trans-shim or a delightful Caledonia,

red skein of a lipstick kiss imprinted invisibly in a nano dimension

 
Replications across the marquees of legions of subway cars

Her face on the mini billboard above the seat next to

The moving doors

Always looking somewhere else as the

Masses travel to all destinations

Blues smoke surrounding whatever stage as forum

For the franchise

Forever after for as far as the past goes.

 
Entering the negative space of a corporate behemoth

A lobby of the skyscraper museum or loft like enclosures

interlocking directorates of high art residencies.

 
Consumer beware of what you purchase with your eyes,

The presence of your body

 
                                              *

Out of the blue

You

Out of the blue

And into the blues

You

Out of the blue

You

Out of the blue

Vanish into the blue

you",David Henderson,blues poem
Incognito Grief: A Blues,"Who knows the secrets in my gaze?
What holds me back when I might choke?
Who sees beyond my taut hellos
To see the grief etched on my face?
Nobody knows what lurks within;
Nobody brings me back again.
Who needs to disappear for a while?
Who sings my name beyond the veil?
Who has my memories, my tales?
Who’s lurking in my carpet’s dust?
Nobody feels this weight beneath my skin.
Who knows I’m grieving as I walk?
Who has the list of gravity’s costs?
Nobody but the man I’ve lost.",Allison Joseph,blues poem
Come On in the Song of the Changes,"it’s the listener determine what it is
be singing that come on    ain no siren

in that song    ‘cept going off in the hearing
if you can’t    sing how you know a song

from anything else    what you think
be callin’  you but song —

the sound of your thoughts’ running come on
baby don’t you want to     go —

and everything pulls over to the side
traffic lights stop sayin’ what they sayin’

and suddenly sally ride sally’s ride
right on    by —

peoples wives and children disappear    out of nowhere
some drive their gold teeth back home  a deepened run in gear.

 

 

you can come on in that kitchen
if you willing to let rain scare you to.

outside be coming down its cats and dogs
at each other   bright as gold    as is its in

-escapable cache of day  its pots and pan sky ringing
its belly purses fat       full or not —    the song

rain or shine. or
you better    come on in that kitchen.

that siren not a devil    that mercy seat less
savior    than common sense calling you to right

your seating rather than fall over your chair
ship voted out flat    on yo misled ass —  not up in the air

any throne   any call’s adventure leads you
to pay attention       to the ground your standing come on in",Ed Roberson,blues poem
Poem,"Little brown boy,
Slim, dark, big-eyed,
Crooning love songs to your banjo
Down at the Lafayette—
Gee, boy, I love the way you hold your head,
High sort of and a bit to one side,
Like a prince, a jazz prince. And I love
Your eyes flashing, and your hands,
And your patent-leathered feet,
And your shoulders jerking the jig-wa.
And I love your teeth flashing,
And the way your hair shines in the spotlight
Like it was the real stuff.
Gee, brown boy, I loves you all over.
I’m glad I’m a jig. I’m glad I can
Understand your dancin’ and your
Singin’, and feel all the happiness
And joy and don’t care in you.
Gee, boy, when you sing, I can close my ears
And hear tom toms just as plain.
Listen to me, will you, what do I know
About tom toms? But I like the word, sort of,
Don’t you? It belongs to us.
Gee, boy, I love the way you hold your head,
And the way you sing, and dance,
And everything.
Say, I think you’re wonderful. You’re
Allright with me,
You are.",Helene Johnson,blues poem
