poem_title,poem_text,author,form,poetic_form,rationale,summary,confidence,blocked
Duplex: Cento (p. 72),"My last love drove a burgundy car,
Color of a rash, a symptom of sickness.

     We were the symptoms, the road our sickness:
     None of our fights ended where they began.

None of the beaten end where they begin.
Any man in love can cause a messy corpse,

     But I didn't want to leave a messy corpse
     Obliterated in some lilied field,

Stench obliterating lilies of the field,
The murderer, young and unreasonable.

     He was so young, so unreasonable,
     Steadfast and awful, tall as my father.

Steadfast and awful, my tall father
Was my first love. He drove a burgundy car.",Jericho Brown,duplex,Ghazal,"This poem is a ghazal because it features repeated structural elements such as the refrain ""None of the beaten end where they begin"" and ""Steadfast and awful,"" which are characteristic of the ghazal's refrain (pakhme). Ghazals often use a consistent rhyme scheme (typically with a couplet structure in each stanza), explore themes of love and loss, and include a central thematic refrain. Additionally, the poem's meditative tone, layered meaning, and exploration of emotional and existential themes align with the conventions of the ghazal form.",Refrain,0.95,False
The Weary Blues,"Droning a drowsy syncopated tune,
Rocking back and forth to a mellow croon,
     I heard a Negro play.
Down on Lenox Avenue the other night
By the pale dull pallor of an old gas light
     He did a lazy sway . . .
     He did a lazy sway . . .
To the tune o’ those Weary Blues.
With his ebony hands on each ivory key
He made that poor piano moan with melody.
     O Blues!
Swaying to and fro on his rickety stool
He played that sad raggy tune like a musical fool.
     Sweet Blues!
Coming from a black man’s soul.
     O Blues!
In a deep song voice with a melancholy tone
I heard that Negro sing, that old piano moan—
     ""Ain’t got nobody in all this world,
       Ain’t got nobody but ma self.
       I’s gwine to quit ma frownin’
       And put ma troubles on the shelf.""

Thump, thump, thump, went his foot on the floor.
He played a few chords then he sang some more—
     ""I got the Weary Blues
       And I can’t be satisfied.
       Got the Weary Blues
       And can’t be satisfied—
       I ain’t happy no mo’
       And I wish that I had died.""
And far into the night he crooned that tune.
The stars went out and so did the moon.
The singer stopped playing and went to bed
While the Weary Blues echoed through his head.
He slept like a rock or a man that's dead.",Langston Hughes,blues poem,BLOCKED,,,,True
Those Everlasting Blues,"There ain’t
gonna be
any more
mad parties
between
you and me
and it ain’t
gonna be
because I
love you less
but love you more.
And there ain’t
gonna be
any more
sad parties
between us two
because I’m
gonna forget
what I want
till I see
what I want
is you.
And I ain’t
gonna find
what you are
till I find
what it is
that you want
of me
and how
am I
gonna see
what it is
till all
of myself
loves you.
And I don’t
really love
you though I
love you more
than the world
till I learn
to swallow
whatever
you’d like
me to do.
And I ain’t
gonna down
whatever
that little
may be
till I love
me less and
love you more
and love you
for yourself
alone.
If there ain’t
gonna be
any loving
just you
alone
then it’s up
to me to
be taking
myself and
moving myself
off home.
And I’ll
be dragging
what’s left of me
to my lonely
room in the blue
and never
come back
and never
crawl back
till I’m through
just hugging
me.
And I ain’t
no I ain’t
gonna stop
doing that as
I ought to do
till I’m ab-
solutely and
positively
in love and
in love with
you.
And when I’ve
done that and
done only that
and done all of that
for you
you’ll hear me
on the doorstep
ringing at the
doorbell
for one more
party for two.
With nothing
mad in it
nothing sad
in it but
a long glad
lifelong spree
with me myself
loving you yourself
and you
loving me
for me.",Alfred Kreymborg,blues poem,Blues Poem,"This poem is a blues poem because it is structured around a repetitive, refrain-like pattern (""And I ain't gonna...""), employs the AAB rhyme scheme in its stanzas, expresses sorrow or hardship (the speaker's struggle with love and self), and uses colloquial language and personal, confessional tone characteristic of the blues tradition. The poem’s focus on unresolved emotional tension, longing, and the cyclical nature of desire and pain strongly align with the themes and forms found in classic blues poetry.",Refrain,0.95,False
Blues Franchise,"Blues as art as theme as exhibition

Up on a midtown metropolis edifice

Billboard façade 50 feet tall thirty feet wide: BLUE SMOKE

Of a black femme-like face framed by her fingers tapered upward in the V of her palms

Looking off, her eyes below her painted on eyebrows

And Caucasoid wig solid black

touching off of a violet plunging deeper into the decorated pigment

A frame furls hints of blue in a spectral geometry

Framing tightly the face, reposed

A white strap over one deep ochre shoulder as background

 
Could be trans-shim or a delightful Caledonia,

red skein of a lipstick kiss imprinted invisibly in a nano dimension

 
Replications across the marquees of legions of subway cars

Her face on the mini billboard above the seat next to

The moving doors

Always looking somewhere else as the

Masses travel to all destinations

Blues smoke surrounding whatever stage as forum

For the franchise

Forever after for as far as the past goes.

 
Entering the negative space of a corporate behemoth

A lobby of the skyscraper museum or loft like enclosures

interlocking directorates of high art residencies.

 
Consumer beware of what you purchase with your eyes,

The presence of your body

 
                                              *

Out of the blue

You

Out of the blue

And into the blues

You

Out of the blue

You

Out of the blue

Vanish into the blue

you",David Henderson,blues poem,Blues Poem,"This poem is a blues poem because it uses the traditional structure of the blues form—repeating phrases or lines (such as ""Out of the blue / You""), themes of hardship or existential movement (""always looking somewhere else as the masses travel""), and a conversational, direct style that reflects the genre’s roots in African American oral traditions. The poem also employs a cyclical, recursive structure, mirroring the call-and-response or refrain typical in blues music. The imagery of ""blues smoke,"" ""out of the blue,"" and the sense of displacement align with the emotional core of the blues genre.",Repetition,0.89,False
Incognito Grief: A Blues,"Who knows the secrets in my gaze?
What holds me back when I might choke?
Who sees beyond my taut hellos
To see the grief etched on my face?
Nobody knows what lurks within;
Nobody brings me back again.
Who needs to disappear for a while?
Who sings my name beyond the veil?
Who has my memories, my tales?
Who’s lurking in my carpet’s dust?
Nobody feels this weight beneath my skin.
Who knows I’m grieving as I walk?
Who has the list of gravity’s costs?
Nobody but the man I’ve lost.",Allison Joseph,blues poem,Ghazal,"This poem is a ghazal because it is composed of multiple unrhymed couplets (or tercets) that explore themes of loneliness, loss, and the mystery of inner feelings. Ghazals often feature an explicit or implicit refrain, though it is not present here, but the poem’s preoccupation with the question of who knows or understands the speaker’s pain is a hallmark of the ghazal’s introspective and confessional tone. Additionally, the repeated rhetorical questioning and focus on hidden emotions are characteristic of the ghazal’s meditative and searching style.",Inquire,0.88,False
Come On in the Song of the Changes,"it’s the listener determine what it is
be singing that come on    ain no siren

in that song    ‘cept going off in the hearing
if you can’t    sing how you know a song

from anything else    what you think
be callin’  you but song —

the sound of your thoughts’ running come on
baby don’t you want to     go —

and everything pulls over to the side
traffic lights stop sayin’ what they sayin’

and suddenly sally ride sally’s ride
right on    by —

peoples wives and children disappear    out of nowhere
some drive their gold teeth back home  a deepened run in gear.

 

 

you can come on in that kitchen
if you willing to let rain scare you to.

outside be coming down its cats and dogs
at each other   bright as gold    as is its in

-escapable cache of day  its pots and pan sky ringing
its belly purses fat       full or not —    the song

rain or shine. or
you better    come on in that kitchen.

that siren not a devil    that mercy seat less
savior    than common sense calling you to right

your seating rather than fall over your chair
ship voted out flat    on yo misled ass —  not up in the air

any throne   any call’s adventure leads you
to pay attention       to the ground your standing come on in",Ed Roberson,blues poem,Blues Poem,"This poem is a blues poem because it employs the characteristic AAB rhyme scheme (repeating the first two lines' endings in the third), expresses themes of hardship, longing, and everyday struggles, and uses informal, conversational language and direct address. The poem's structure of three-line stanzas (though not strictly adhering to the classic 12-bar blues pattern) and its focus on personal experience and emotional pain are hallmarks of the blues form.",Struggle,0.88,False
Poem,"Little brown boy,
Slim, dark, big-eyed,
Crooning love songs to your banjo
Down at the Lafayette—
Gee, boy, I love the way you hold your head,
High sort of and a bit to one side,
Like a prince, a jazz prince. And I love
Your eyes flashing, and your hands,
And your patent-leathered feet,
And your shoulders jerking the jig-wa.
And I love your teeth flashing,
And the way your hair shines in the spotlight
Like it was the real stuff.
Gee, brown boy, I loves you all over.
I’m glad I’m a jig. I’m glad I can
Understand your dancin’ and your
Singin’, and feel all the happiness
And joy and don’t care in you.
Gee, boy, when you sing, I can close my ears
And hear tom toms just as plain.
Listen to me, will you, what do I know
About tom toms? But I like the word, sort of,
Don’t you? It belongs to us.
Gee, boy, I love the way you hold your head,
And the way you sing, and dance,
And everything.
Say, I think you’re wonderful. You’re
Allright with me,
You are.",Helene Johnson,blues poem,Ghazal,"This poem is a ghazal because it features a recurring phrase (""Gee, boy, I love you all over"" and variations) that serves as an explicit ghazal maqta, and it exhibits the typical structure of short, independent couplets with a refrain or repeated theme. Ghazals often explore themes of love and admiration, and this poem's address to the boy, its lyrical tone, and the interplay between the speaker and the beloved align well with the ghazal's conventions.",Refrain,0.97,False
I’ve Got the Covid Blues,"I got the Covid blues
Hazmat outfit to read the news
I gots that damn viral blues
Mystifying perspiring invisible shit
Blowing through the wind like

Yesterday’s news blues
I can’t think breathe or snooze
I gots the rumble rumble chest-rattly 
Bubble gut blues 
I’ve been sanitized ostracized hydrogen peroxide

Cleaner than hospital sheet blues
My tears are sterilized 
My fears capsized spilling
Out over my broke bedtime blues
So much so I’m afraid 

To read the news
I got the Covid-19 stockpile
Body bag blues
Them refrigerated truck blues
Them Roto-Rooter blues

Them hack and wheeze double-
Sneeze Vicks VapoRub Robitussin
Preparation H body ache earthquake 
Ha-cha-cha-cha-cha-cha blues
I’ve got them we wear the mask blues

Them hand sanitizer hydroxychloroquine booze blues
Them broke heel hole in the sole blues
Squeaky wheel lungs like shredded wheat blues
I got them lockdown shutdown god awful blues
Them loveless touchless cold sheet blues

I got it real bad, them blues
My head is heavy as a brick
I can’t sleep I’m scared to get sick
I’m so paranoid I can’t stop my eye twitch 
Wake up in a hyperventilating sweat blues

I gots them Hail Mary, full of grace
Garlic string around my neck 
Get thee behind me, Satan blues 
Them TB smallpox blanket diphtheria Typhoid Mary
Love in the time of cholera blues blues

Them Brueghel Triumph of Death
Black lungs matter Black Orpheus
Peach Schnapps Doctor Schnabel von Rom
Beak-nosed bleary-eyed cloak and swagger
Death, with occasional smiling blues

I gots them backwater fever swamp 
Florida Water espíritu santos Tuskegee 
What had happened was anti-vax
Death be not proud snot-nosed 
Sitting shiva novena reincarnation

Take it all back blues",Tony Medina,blues poem,Blues Poem,"This poem is a blues poem because it repeatedly uses the phrase ""I've got them [something] blues,"" expressing personal suffering, despair, and emotional distress in response to COVID-19. The structure, with repetitive and circular themes, call-and-response phrasing (""I got the... blues""), and a focus on hardship and emotional turmoil are hallmarks of the blues form. The poem's tone is lamentative, and it employs a direct, confessional voice typical of the blues genre.",Lament,0.96,False
All the Time Blues Villanelle,"Hard to watch somebody lose their mind
Maybe everybody    should just go get stoned
My father said it happens all the time

I knew a woman    lost her to soul to wine
But who doesn’t live with their life on loan?
Shame to watch somebody lose their mind

Don’tchu gotta wonder when people say they’re fine?
Given what we’re given, I guess they actin grown
I think I used to say that      all the time

When my parents died, I coined a little shrine
And thought about all the stuff they used to own
Felt like I was gonna lose my mind

Used to have a friend    who smiled all the time
Then he started sayin he could hear the devil moan
Hate to see a brotha lose his gotdam mind

Doesn’t matter how you pull, the hours break the line
Mirror, Mirror on the wall, how come nobody’s home?
Broke my soul for real, when my mother lost her mind

Tried to keep my head right, but sanity’s a climb
Been workin on the straight face—I guess my cover’s blown
My father tried to tell me     all the time

Had one last question, baby, but maybe never mind
After’while, even springtime starts to drone

Hard to see somebody lose their mind
My pop said, “Boy, it happens all the time”",Tim Seibles,blues poem,Blues Poem,"This poem is a blues poem because it expresses sorrow, lamentation, and personal struggle over the loss of sanity or mental stability, which are classic themes in the American blues tradition. The repeated structure of lines beginning with “Hard to see / My pop said…” and the conversational, confessional tone align with the call-and-response and storytelling nature of blues poetry. The use of direct address (“Don’tchu gotta wonder…”, “Doesn’t matter how you pull…”), rhetorical questions, and references to family and personal pain further reinforce this form’s characteristics.",Lament,0.88,False
Blues on Yellow,"The canary died in the gold mine, her dreams got lost in the sieve.
The canary died in the gold mine, her dreams got lost in the sieve.
Her husband the crow killed under the railroad, the spokes hath shorn his wings.

Something’s cookin’ in Chin’s kitchen, ten thousand yellow-bellied sapsuckers baked in a pie.
Something’s cookin’ in Chin’s kitchen, ten thousand yellow-bellied sapsuckers baked in a pie.
Something’s cookin’ in Chin’s kitchen, die die yellow bird, die die.

O crack an egg on the griddle, yellow will ooze into white.
O crack an egg on the griddle, yellow will ooze into white.
Run, run, sweet little Puritan, yellow will ooze into white.

If you cut my yellow wrists, I’ll teach my yellow toes to write.
If you cut my yellow wrists, I’ll teach my yellow toes to write.
If you cut my yellow fists, I’ll teach my yellow toes to fight.

Do not be afraid to perish, my mother, Buddha’s compassion is nigh.
Do not be afraid to perish, my mother, our boat will sail tonight.
Your babies will reach the promised land, the stars will be their guide.

I am so mellow yellow, mellow yellow, Buddha sings in my veins.
I am so mellow yellow, mellow yellow, Buddha sings in my veins.
O take me to the land of the unreborn, there’s no life on earth without pain.",Marilyn Chin,blues poem,Blues Poem,"This poem is a blues poem because it exhibits the characteristic structure of the blues: repetitive refrain lines (the first two stanzas repeat), an AAB rhyme scheme within stanzas, and a sense of lament or sorrow over a personal or observed tragedy (the death of the canary and the suffering of the speaker). The language also carries a tone of resignation and sorrow, which are hallmarks of the blues tradition.",Lament,0.95,False
Sence you went away,"Seems lak to me de stars don’t shine so bright,
Seems lak to me de sun done loss his light,
Seems lak to me der’s nothin’ goin’ right,
          Sence you went away.

Seems lak to me de sky ain’t half so blue,
Seems lak to me dat ev’ything wants you,
Seems lak to me I don’t know what to do,
          Sence you went away.

Seems lake to me dat ev’ything is wrong,
Seems lak to me de day’s jes twice es long,
Seems lak to me de bird’s forgot his song,
          Sence you went away.

Seems lak to me I jes can’t he’p but sigh,
Seems lak to me ma th’oat keeps gettin’ dry,
Seems lak to me a tear stays in ma eye,
          Sence you went away.",James Weldon Johnson,blues poem,Blues Poem,"This poem fits the blues poem form because it exhibits the classic AAB rhyme scheme seen in traditional blues music, with each stanza (or verse) repeating a thematic or rhyming line (the ""A"" line) followed by two ""B"" lines that often express a problem or sorrow. The speaker's repeated phrases like ""Seems lak to me..."" and the focus on loss, longing, and sadness after a loved one has left are characteristic of the emotional tone and structure of the blues.",Lament,0.98,False
Blind Boone’s Apparitions,"C

my motto for life

                      —merit, not sympathy, wins—

                                              my song against death.

E?

i stroke piano’s

                           eighty eight mouths. each one sings

                                        hot colors of joy

                                                                                                 F

                                                                                     pentatonic black

                                                                 keys raise up high into bliss,

                                                 born to sing my name

                       F#

                    whippoorwill, hawk, crow

                                   sing madrigals for blind men.

                    forests blooms through each note.

                                   G

                               my eyes: buried deep

                                             beneath earth’s skin. my vision

                               begins in her womb.

                             B?

                         darkness sounds like God

                                             flowering from earth’s molten tomb ...

                         writhed wind. chorded cries.

C

rain, flower, sea, wind

           map my dark horizon. i

                                              inhale earth’s songbook",Tyehimba Jess,blues poem,Blues Poem,"This poem fits the blues poem form because it expresses personal suffering and resilience, using the metaphor of death (""my song against death""), references to sorrow and hardship (""darkness sounds like God / flowering from earth’s molten tomb""), and employs a repetitive, cyclical structure in lines and themes, which are hallmarks of traditional blues poetry. The tone is introspective and confessional, characteristic of the genre’s focus on personal adversity and emotional catharsis.",Sorrow,0.88,False
Spring 1931,"Northern black
boy traveling
with empty belly;
these are the American
blues,
shanties, and fine
big houses, a sad
song
on a poor man’s tongue
land of cotton and trouble
night sweet as dusk
on its gentle people
until today,
when
Scottsboro
was just a place
where the train
had to stop
and the Southern
night
was beautiful
I traveled
hungry
from Memphis to Georgia
drinking my whiskey
and
singing my blues",Sam Cornish,blues poem,Blues Poem,"This poem is a blues poem because it directly references the ""American blues,"" ""shanties,"" ""blues,"" and uses the structure of repetition (""and... and..."") characteristic of the form. The speaker also expresses hardship (""empty belly,"" ""hungry""), sorrow, and travel, which are core themes of traditional blues poetry. The poem's informal, conversational tone and focus on personal suffering and journey further align with the blues form, which often tells a story of hardship set to a simple, often repetitive musical structure.",Struggle,0.94,False
Riverbank Blues,"A man git his feet set in a sticky mudbank,
A man git dis yellow water in his blood,
No need for hopin', no need for doin',
Muddy streams keep him fixed for good.

Little Muddy, Big Muddy, Moreau and Osage,
Little Mary's, Big Mary's, Cedar Creek,
Flood deir muddy water roundabout a man's roots,
Keep him soaked and stranded and git him weak.

Lazy sun shinin' on a little cabin,
Lazy moon glistenin' over river trees;
Ole river whisperin', lappin' 'gainst de long roots:
""Plenty of rest and peace in these . . .""

Big mules, black loam, apple and peach trees,
But seems lak de river washes us down
Past de rich farms, away from de fat lands,
Dumps us in some ornery riverbank town.

Went down to the river, sot me down an' listened,
Heard de water talkin' quiet, quiet lak an' slow:
""Ain' no need fo' hurry, take yo' time, take yo'
time . . ."" Heard it sayin'—""Baby, hyeahs de way life go . . .""

Dat is what it tole me as I watched it slowly rollin',
But somp'n way inside me rared up an' say,
""Better be movin' . . . better be travelin' . . .
Riverbank'll git you ef you stay . . .""

Towns are sinkin' deeper, deeper in de riverbank,
Takin' on de ways of deir sulky Ole Man—
Takin' on his creepy ways, takin' on his evil ways,
""Bes' git way, a long way . . . whiles you can. Man got his
sea too lak de Mississippi Ain't got so long for a whole lot longer way,
Man better move some, better not git rooted Muddy water fool you, ef you stay . . .""",Sterling A. Brown,blues poem,Blues Poem,"This poem is a blues poem because it exhibits the classic elements of the blues form: it is narrative in nature, addresses hardship or struggle (""muddy water,"" ""stuck,"" ""don't need for hopin'""), features repetition and a refrain (""Muddy streams keep him fixed for good,"" ""Better be movin'...""), and conveys a sense of lament and a call for escape or change. The speaker recounts a personal experience of entrapment and the consequences of staying, which are hallmarks of the blues tradition.",Lament,0.95,False
"Go Down, Death","(A Funeral Sermon)

Weep not, weep not,
She is not dead;
She’s resting in the bosom of Jesus.
Heart-broken husband—weep no more;
Grief-stricken son—weep no more;
Left-lonesome daughter—weep no more;
She only just gone home.

Day before yesterday morning,
God was looking down from his great, high heaven,
Looking down on all his children,
And his eye fell on Sister Caroline,
Tossing on her bed of pain.
And God’s big heart was touched with pity,
With the everlasting pity.

And God sat back on his throne,
And he commanded that tall, bright angel standing at his right hand:
Call me Death!
And that tall, bright angel cried in a voice
That broke like a clap of thunder:
Call Death!—Call Death!
And the echo sounded down the streets of heaven
Till it reached away back to that shadowy place,
Where Death waits with his pale, white horses.

And Death heard the summons,
And he leaped on his fastest horse,
Pale as a sheet in the moonlight.
Up the golden street Death galloped,
And the hooves of his horses struck fire from the gold,
But they didn’t make no sound.
Up Death rode to the Great White Throne,
And waited for God’s command.

And God said: Go down, Death, go down,
Go down to Savannah, Georgia,
Down in Yamacraw,
And find Sister Caroline.
She’s borne the burden and heat of the day,
She’s labored long in my vineyard,
And she’s tired—
She’s weary—
Go down, Death, and bring her to me.

And Death didn’t say a word,
But he loosed the reins on his pale, white horse,
And he clamped the spurs to his bloodless sides,
And out and down he rode,
Through heaven’s pearly gates,
Past suns and moons and stars;
on Death rode,
Leaving the lightning’s flash behind;
Straight down he came.

While we were watching round her bed,
She turned her eyes and looked away,
She saw what we couldn’t see;
She saw Old Death. She saw Old Death
Coming like a falling star.
But Death didn't frighten Sister Caroline;
He looked to her like a welcome friend.
And she whispered to us: I’m going home,
And she smiled and closed her eyes.

And Death took her up like a baby,
And she lay in his icy arms,
But she didn’t feel no chill.
And death began to ride again—
Up beyond the evening star,
Into the glittering light of glory,
On to the Great White Throne.
And there he laid Sister Caroline
On the loving breast of Jesus.

And Jesus took his own hand and wiped away her tears,
And he smoothed the furrows from her face,
And the angels sang a little song,
And Jesus rocked her in his arms,
And kept a-saying: Take your rest,
Take your rest.

Weep not—weep not,
She is not dead;
She’s resting in the bosom of Jesus.",James Weldon Johnson,blues poem,Ghazal,"This poem is a ghazal because it is composed of couplets or tercets that do not rhyme consistently within the stanzas (a hallmark of ghazals), yet it features a recurring refrain (“Weep not—weep not,” and “She is not dead”) and an invocation of the divine, both common in ghazal structure. The poem also employs an address to the divine and personification of Death, typical of ghazal themes exploring mortality and the afterlife. The emotional tone and the layered, meditative movement through grief and hope are also consistent with the form’s tradition of exploring love, loss, and the divine.",Address,0.88,False
I’m a Fool to Love You,"Some folks will tell you the blues is a woman,
Some type of supernatural creature.
My mother would tell you, if she could,
About her life with my father,
A strange and sometimes cruel gentleman.
She would tell you about the choices
A young black woman faces.
Is falling in with some man
A deal with the devil
In blue terms, the tongue we use
When we don’t want nuance
To get in the way,
When we need to talk straight?
My mother chooses my father
After choosing a man
Who was, as we sing it,
Of no account.
This man made my father look good,
That’s how bad it was.
He made my father seem like an island
In the middle of a stormy sea,
He made my father look like a rock.
And is the blues the moment you realize
You exist in a stacked deck,
You look in a mirror at your young face,
The face my sister carries,
And you know it’s the only leverage
You’ve got?
Does this create a hurt that whispers
How you going to do?
Is the blues the moment
You shrug your shoulders 
And agree, a girl without money
Is nothing, dust 
To be pushed around by any old breeze? 
Compared to this,
My father seems, briefly,
To be a fire escape.
This is the way the blues works
Its sorry wonders,
Makes trouble look like
A feather bed,
Makes the wrong man’s kisses
A healing.
",Cornelius Eady,blues poem,Blues Poem,"This poem is a blues poem because it directly addresses the emotional experience and cultural context of the blues tradition. It uses personal, often painful narratives involving loss, struggle, and the resilience of the human spirit, common themes in classic blues poetry. The use of colloquial language, direct address, and rhetorical questions (""Does this create a hurt that whispers...?"") echo the oral and expressive nature of the blues genre. Additionally, the poem's focus on suffering, survival, and the transformation of pain into strength is a hallmark of blues poetry rather than the structured forms of a sonnet or ghazal. The absence of strict rhyme or meter, and the conversational, confessional tone, further support this classification.",Struggle,0.88,False
