pair_index,pair_type,matches,num_matches,max_phrase_len,max_phrase_example,passes_echo,poem_id,subject,with_brown_rules,prompt_type
5,adjacent,"live, space, truth",3,8,while truth lives in the spaces in between,True,213,race & ethnicity,False,general
6,adjacent,,0,0,,False,213,race & ethnicity,False,general
7,adjacent,"i, its, learn, light, my, read, story",7,10,i learn to read my own story by its light,True,213,race & ethnicity,False,general
8,adjacent,,0,0,,False,213,race & ethnicity,False,general
9,adjacent,"fearful, lens, look",3,8,not through the lens of others fearful look,True,213,race & ethnicity,False,general
10,adjacent,,0,0,,False,213,race & ethnicity,False,general
11,first_last,"choose, i, my, skin, story, tell, write",7,5,my skin tells stories i,True,213,race & ethnicity,False,general
0,adjacent,,0,0,,False,214,race & ethnicity,False,figurative
1,adjacent,"book, familiar, like, read, stranger, they",6,7,yet strangers read them like familiar books,True,214,race & ethnicity,False,figurative
2,adjacent,,0,0,,False,214,race & ethnicity,False,figurative
3,adjacent,"decide, eye, look, my, silence, their, what",7,7,their eyes deciding what my silence looks,True,214,race & ethnicity,False,figurative
4,adjacent,,0,0,,False,214,race & ethnicity,False,figurative
5,adjacent,"likedefiance, right, submission, wrong",4,6,likedefiance or submission wrong or right,True,214,race & ethnicity,False,figurative
6,adjacent,,0,0,,False,214,race & ethnicity,False,figurative
7,adjacent,,0,1,n't,False,214,race & ethnicity,False,figurative
8,adjacent,,0,0,,False,214,race & ethnicity,False,figurative
9,adjacent,"blood, borrow, flow, history, that",5,7,the blood that flows through borrowed histories,True,214,race & ethnicity,False,figurative
10,adjacent,,0,0,,False,214,race & ethnicity,False,figurative
11,adjacent,"ancient, map, territory, victory",4,5,maps territories of ancient victories,True,214,race & ethnicity,False,figurative
12,adjacent,,0,0,,False,214,race & ethnicity,False,figurative
13,adjacent,"daughter, defeat, echo, son, that",5,8,and defeats that echo in each daughter son,True,214,race & ethnicity,False,figurative
14,adjacent,,0,0,,False,214,race & ethnicity,False,figurative
15,adjacent,,0,0,,False,214,race & ethnicity,False,figurative
16,adjacent,,0,0,,False,214,race & ethnicity,False,figurative
17,adjacent,"gaze, generation, my, reflect",4,5,reflecting generations in my gaze,True,214,race & ethnicity,False,figurative
18,adjacent,,0,0,,False,214,race & ethnicity,False,figurative
19,adjacent,"day, different, familiar, walk, who",5,7,who walked through different but familiar days,True,214,race & ethnicity,False,figurative
20,adjacent,,0,0,,False,214,race & ethnicity,False,figurative
21,adjacent,"blurry, cross, footstep, line, their",5,7,their footsteps crossing this same blurry line,True,214,race & ethnicity,False,figurative
22,adjacent,,0,0,,False,214,race & ethnicity,False,figurative
23,first_last,,0,1,the,False,214,race & ethnicity,False,figurative
0,adjacent,,0,1,in,False,215,race & ethnicity,False,specific
1,adjacent,"identity, measurable, pool, stream",4,7,as if identity pooled in measurable streams,True,215,race & ethnicity,False,specific
2,adjacent,,0,0,,False,215,race & ethnicity,False,specific
3,adjacent,"beneath, braid, grandmother, hat, her, hide, my",7,8,my grandmother hid her braids beneath a hat,True,215,race & ethnicity,False,specific
4,adjacent,,0,0,,False,215,race & ethnicity,False,specific
5,adjacent,"bureau, calculate, eye, past, walk",5,7,walked past the bureau 's calculating eyes,True,215,race & ethnicity,False,specific
6,adjacent,,0,0,,False,215,race & ethnicity,False,specific
7,adjacent,"answer, carry, i, question, they",5,7,i carry questions they can never answer,True,215,race & ethnicity,False,specific
8,adjacent,,0,1,can,False,215,race & ethnicity,False,specific
9,adjacent,"divide, mathematic, soul",3,6,what mathematics can divide a soul,True,215,race & ethnicity,False,specific
10,adjacent,,0,0,,False,215,race & ethnicity,False,specific
11,first_last,"belong, blood, fraction, measure, our, they",6,8,they measured our belonging in fractions of blood,True,215,race & ethnicity,False,specific
0,adjacent,,0,1,to,False,216,relationships,False,general
1,adjacent,,0,0,,False,216,relationships,False,general
2,adjacent,,0,0,,False,216,relationships,False,general
3,adjacent,,0,1,to,False,216,relationships,False,general
4,adjacent,,0,0,,False,216,relationships,False,general
5,adjacent,,0,0,,False,216,relationships,False,general
6,adjacent,we,1,1,we,True,216,relationships,False,general
7,adjacent,,0,0,,False,216,relationships,False,general
8,adjacent,,0,0,,False,216,relationships,False,general
9,first_last,"break, learn, love, we",4,9,we learn to love by learning how to break,True,216,relationships,False,general
0,adjacent,we,1,1,we,True,217,relationships,False,figurative
1,adjacent,"claim, room, see, we",4,8,each claiming rooms we 've never seen before,True,217,relationships,False,figurative
2,adjacent,we,1,1,we,True,217,relationships,False,figurative
3,adjacent,"creak, learn, new, place, sigh, we",6,10,we learn the creaks and sighs of this new place,True,217,relationships,False,figurative
4,adjacent,,0,0,,False,217,relationships,False,figurative
5,adjacent,"differently, fall, light, morning",4,7,how morning light falls differently on two,True,217,relationships,False,figurative
6,adjacent,,0,0,,False,217,relationships,False,figurative
7,adjacent,"grace, home, love, uncertain, who",5,10,who 've made a home from love 's uncertain grace,True,217,relationships,False,figurative
8,adjacent,,0,0,,False,217,relationships,False,figurative
9,adjacent,"confine, discover, shelter, wall",4,6,discover walls can shelter or confine,True,217,relationships,False,figurative
10,adjacent,,0,0,,False,217,relationships,False,figurative
11,adjacent,"need, outside, space, step, we",5,8,sometimes we need to step outside this space,True,217,relationships,False,figurative
12,adjacent,,0,0,,False,217,relationships,False,figurative
13,adjacent,"return, share, something, stranger",4,6,return as strangers sharing something more,True,217,relationships,False,figurative
14,adjacent,"share, stranger",2,2,strangers sharing,True,217,relationships,False,figurative
15,first_last,"enter, like, love, share, space, stranger, we",7,7,we enter love like strangers sharing space,True,217,relationships,False,figurative
0,adjacent,,0,0,,False,218,relationships,False,specific
1,adjacent,"aisle, galvanized, screw, steel",4,7,wandering aisles of screws and galvanized steel,True,218,relationships,False,specific
2,adjacent,,0,1,and,False,218,relationships,False,specific
3,adjacent,"difference, explain, flat, phillips, you",5,8,you explain the difference between phillips and flat,True,218,relationships,False,specific
4,adjacent,,0,0,,False,218,relationships,False,specific
5,adjacent,"careful, hand, i, listen, pretend, watch, your",7,8,i pretend to listen watching your careful hands,True,218,relationships,False,specific
6,adjacent,,0,0,,False,218,relationships,False,specific
7,adjacent,"like, precious, sort, stone, they, washer",6,8,sort through washers like they 're precious stones,True,218,relationships,False,specific
8,adjacent,,0,0,,False,218,relationships,False,specific
9,adjacent,"love, precisely, this, you",4,8,this is how you 've always loved precisely,True,218,relationships,False,specific
10,adjacent,,0,0,,False,218,relationships,False,specific
11,adjacent,"build, cut, measure, solid, twice, we",6,7,measuring twice cutting once building us solid,True,218,relationships,False,specific
12,adjacent,,0,0,,False,218,relationships,False,specific
13,adjacent,"everything, hold, part, small, that",5,8,from small parts that somehow hold everything together,True,218,relationships,False,specific
14,adjacent,,0,1,together,False,218,relationships,False,specific
15,first_last,"today, we, year",3,7,we 've been together fifteen years today,True,218,relationships,False,specific
0,adjacent,,0,0,,False,219,romantic love,False,general
1,adjacent,,0,0,,False,219,romantic love,False,general
2,adjacent,we,1,1,the,True,219,romantic love,False,general
3,adjacent,,0,1,the,False,219,romantic love,False,general
4,adjacent,,0,0,,False,219,romantic love,False,general
5,adjacent,,0,0,,False,219,romantic love,False,general
6,adjacent,"day, i, inside, learn, lightning, live",6,8,i learned how lightning lives inside the day,True,219,romantic love,False,general
7,adjacent,,0,0,,False,219,romantic love,False,general
8,adjacent,,0,0,,False,219,romantic love,False,general
9,adjacent,,0,0,,False,219,romantic love,False,general
10,adjacent,,0,0,,False,219,romantic love,False,general
11,adjacent,,0,0,,False,219,romantic love,False,general
12,adjacent,,0,0,,False,219,romantic love,False,general
13,adjacent,"burn, hear, hot, thing, we",5,10,but some things burn too hot for us to hear,True,219,romantic love,False,general
14,adjacent,we,1,0,,True,219,romantic love,False,general
15,adjacent,,0,0,,False,219,romantic love,False,general
16,adjacent,,0,0,,False,219,romantic love,False,general
17,adjacent,we,1,0,,True,219,romantic love,False,general
18,adjacent,,0,0,,False,219,romantic love,False,general
19,adjacent,,0,0,,False,219,romantic love,False,general
20,first_last,,0,0,,False,219,romantic love,False,general
0,adjacent,my,1,1,my,True,220,romantic love,False,figurative
1,adjacent,"future, my, read, skin, write",5,6,reading futures written in my skin,True,220,romantic love,False,figurative
2,adjacent,,0,0,,False,220,romantic love,False,figurative
3,adjacent,"dark, hear, promise, whisper, you",5,8,you whisper promises the dark ca n't hear,True,220,romantic love,False,figurative
4,adjacent,,0,0,,False,220,romantic love,False,figurative
5,adjacent,"moonlight, our, sheet, spill, tangled",5,7,while moonlight spills across our tangled sheets,True,220,romantic love,False,figurative
6,adjacent,,0,0,,False,220,romantic love,False,figurative
7,adjacent,"breath, i, memorize, rhythm, your",5,7,i memorize the rhythm of your breath,True,220,romantic love,False,figurative
8,adjacent,i,1,1,i,True,220,romantic love,False,figurative
9,adjacent,"fall, heart, i, learn, prayer, rise",6,11,each rise and fall a prayer i 've learned by heart,True,220,romantic love,False,figurative
10,adjacent,,0,0,,False,220,romantic love,False,figurative
11,first_last,"finger, my, outline, palm, trace, your",6,8,your fingers trace the outline of my palm,True,220,romantic love,False,figurative
0,adjacent,,0,0,,False,221,romantic love,False,specific
1,adjacent,"silence, stretch",2,3,the silence stretches,True,221,romantic love,False,specific
2,adjacent,,0,0,,False,221,romantic love,False,specific
3,adjacent,"like, morning, winter",3,3,like winter mornings,True,221,romantic love,False,specific
4,adjacent,,0,0,,False,221,romantic love,False,specific
5,adjacent,"cup, my",2,3,beside my cup,True,221,romantic love,False,specific
6,adjacent,,0,0,,False,221,romantic love,False,specific
7,adjacent,"cursive, i, loop",3,3,in cursive loops,True,221,romantic love,False,specific
8,adjacent,i,1,1,i,True,221,romantic love,False,specific
9,adjacent,mirror,1,3,across the mirror,True,221,romantic love,False,specific
10,adjacent,,0,0,,False,221,romantic love,False,specific
11,adjacent,"learn, love, we",3,5,we 've learned that love,True,221,romantic love,False,specific
12,adjacent,we,1,1,we,True,221,romantic love,False,specific
13,first_last,we,1,1,we,True,221,romantic love,False,specific
0,adjacent,,0,1,the,False,222,sexual violence,False,general
1,adjacent,"bedroom, floor, glass, scatter",4,8,broken glass still scattered on the bedroom floor,True,222,sexual violence,False,general
2,adjacent,,0,0,,False,222,sexual violence,False,general
3,adjacent,"hold, reflect, shard, sharp, truth",5,9,each shard reflects a truth too sharp to hold,True,222,sexual violence,False,general
4,adjacent,,0,0,,False,222,sexual violence,False,general
5,adjacent,"cut, shatter, trust, way",4,7,that trust once shattered cuts both ways,True,222,sexual violence,False,general
6,adjacent,,0,0,,False,222,sexual violence,False,general
7,adjacent,"feel, like, night, sleep, surrender",5,7,through nights when sleep feels like surrender,True,222,sexual violence,False,general
8,adjacent,,0,0,,False,222,sexual violence,False,general
9,adjacent,"body, claim, i, learn, my",5,9,i learn my body is still mine to claim,True,222,sexual violence,False,general
10,adjacent,,0,0,,False,222,sexual violence,False,general
11,first_last,"long, pass, silence, storm, stretch",5,9,the silence stretches long after the storm has passed,True,222,sexual violence,False,general
0,adjacent,,0,0,,False,223,sexual violence,False,figurative
1,adjacent,"ink, invisible, scar, story, write",5,8,each scar a story written in invisible ink,True,223,sexual violence,False,figurative
2,adjacent,,0,0,,False,223,sexual violence,False,figurative
3,adjacent,"build, carry, shame, truth, wall, we",6,9,while shame builds walls around the truth we carry,True,223,sexual violence,False,figurative
4,adjacent,,0,1,the,False,223,sexual violence,False,figurative
5,adjacent,"depart, ghost, grow, long, night, that, will",7,10,the nights grow long with ghosts that wo n't depart,True,223,sexual violence,False,figurative
6,adjacent,,0,1,the,False,223,sexual violence,False,figurative
7,adjacent,"away, come, darkness, dawn, kiss",5,9,but dawn still comes to kiss away the darkness,True,223,sexual violence,False,figurative
8,adjacent,,0,1,to,False,223,sexual violence,False,figurative
9,adjacent,"hand, heal, hold, our, reach",5,9,and healing hands reach out to hold our own,True,223,sexual violence,False,figurative
10,adjacent,,0,0,,False,223,sexual violence,False,figurative
11,adjacent,"grow, speak, strong, voice, we, word",6,9,the voice grows stronger with each word we speak,True,223,sexual violence,False,figurative
12,adjacent,,0,1,the,False,223,sexual violence,False,figurative
13,adjacent,"break, glass, like, morning, silence",5,7,until the silence breaks like morning glass,True,223,sexual violence,False,figurative
14,adjacent,,0,1,the,False,223,sexual violence,False,figurative
15,first_last,"body, forget, mind, remember, try, what",6,9,the body remembers what the mind tries to forget,True,223,sexual violence,False,figurative
0,adjacent,,0,0,,False,224,sexual violence,False,specific
1,adjacent,"beneath, blade, her, mark, question, skin",6,8,each question mark a blade beneath her skin,True,224,sexual violence,False,specific
2,adjacent,,0,0,,False,224,sexual violence,False,specific
3,adjacent,"echo, hall, wear, what, you",5,8,what were you wearing echoes in the hall,True,224,sexual violence,False,specific
4,adjacent,,0,1,the,False,224,sexual violence,False,specific
5,adjacent,"gram, her, justice, trauma, weigh",5,8,while justice weighs her trauma by the gram,True,224,sexual violence,False,specific
6,adjacent,,0,0,,False,224,sexual violence,False,specific
7,adjacent,"healing, learn, linear, she",4,7,she learns that healing is n't linear,True,224,sexual violence,False,specific
8,adjacent,she,1,1,she,True,224,sexual violence,False,specific
9,adjacent,"forget, morning, remember, she",4,6,some mornings she forgets then remembers,True,224,sexual violence,False,specific
10,adjacent,,0,0,,False,224,sexual violence,False,specific
11,adjacent,"body, feel, her, home, like, way",6,9,the way her body used to feel like home,True,224,sexual violence,False,specific
12,adjacent,,0,1,the,False,224,sexual violence,False,specific
13,adjacent,"door, lock, she, teach, world",5,9,before the world taught her to lock each door,True,224,sexual violence,False,specific
14,adjacent,,0,1,the,False,224,sexual violence,False,specific
15,first_last,"courtroom, empty, remain, word",4,7,the courtroom empties but the words remain,True,224,sexual violence,False,specific
0,adjacent,,0,0,,False,225,sorrow & grieving,False,general
1,adjacent,"absence, room, shrine, sudden, your",5,8,each room a shrine to your sudden absence,True,225,sorrow & grieving,False,general
2,adjacent,,0,1,a,False,225,sorrow & grieving,False,general
3,adjacent,"doorway, i, like, sleepwalker",4,7,i move through doorways like a sleepwalker,True,225,sorrow & grieving,False,general
4,adjacent,,0,0,,False,225,sorrow & grieving,False,general
5,adjacent,"laughter, live, touch, wall, your",5,8,touching the walls where your laughter once lived,True,225,sorrow & grieving,False,general
6,adjacent,,0,1,the,False,225,sorrow & grieving,False,general
7,adjacent,"grief, guest, stay, that",4,7,grief becomes the only guest that stays,True,225,sorrow & grieving,False,general
8,adjacent,,0,0,,False,225,sorrow & grieving,False,general
9,adjacent,"chair, our, pull, table",4,8,pulling up chairs to our table for one,True,225,sorrow & grieving,False,general
10,adjacent,,0,1,to,False,225,sorrow & grieving,False,general
11,adjacent,"i, learn, meal, my, sorrow, swallow",6,8,i learn to swallow sorrow with my meals,True,225,sorrow & grieving,False,general
12,adjacent,i,1,1,i,True,225,sorrow & grieving,False,general
13,adjacent,"eat, everything, i, salt, taste",5,8,the taste of salt in everything i eat,True,225,sorrow & grieving,False,general
14,adjacent,,0,1,the,False,225,sorrow & grieving,False,general
15,first_last,"breath, hold, house, its, leave, space, you",7,10,the house holds its breath in the spaces you left,True,225,sorrow & grieving,False,general
0,adjacent,your,1,1,the,True,226,sorrow & grieving,False,figurative
1,adjacent,"arm, hand, i, rest, trace, worn, your",7,10,i trace the worn arms where your hands once rested,True,226,sorrow & grieving,False,figurative
2,adjacent,your,1,1,the,True,226,sorrow & grieving,False,figurative
3,adjacent,"coffee, cold, cup, sit, table, your",6,8,your coffee cup sits cold upon the table,True,226,sorrow & grieving,False,figurative
4,adjacent,,0,1,the,False,226,sorrow & grieving,False,figurative
5,adjacent,"fill, like, rise, room, silence, water",6,8,the silence fills each room like rising water,True,226,sorrow & grieving,False,figurative
6,adjacent,,0,0,,False,226,sorrow & grieving,False,figurative
7,adjacent,"aching, breathe, hollow, i, learn",5,8,i learn to breathe around this hollow aching,True,226,sorrow & grieving,False,figurative
8,adjacent,,0,0,,False,226,sorrow & grieving,False,figurative
9,adjacent,"bloom, memory, rose, sharp, winter",5,7,though memories bloom sharp as winter roses,True,226,sorrow & grieving,False,figurative
10,adjacent,,0,0,,False,226,sorrow & grieving,False,figurative
11,first_last,"chair, hold, light, morning, shape, your",6,10,the empty chair still holds your shape in morning light,True,226,sorrow & grieving,False,figurative
0,adjacent,,0,0,,False,227,sorrow & grieving,False,specific
1,adjacent,"begin, blur, hand, shake, steady, your",6,8,your steady hands begin to shake and blur,True,227,sorrow & grieving,False,specific
2,adjacent,,0,0,,False,227,sorrow & grieving,False,specific
3,adjacent,"drive, home, look, that, we, world",6,10,we drive home through a world that looks the same,True,227,sorrow & grieving,False,specific
4,adjacent,,0,1,a,False,227,sorrow & grieving,False,specific
5,adjacent,"edge, numbered, sunset",3,8,but now each sunset has a numbered edge,True,227,sorrow & grieving,False,specific
6,adjacent,,0,0,,False,227,sorrow & grieving,False,specific
7,adjacent,"i, memorize, my, way, you",5,8,i memorize the way you say my name,True,227,sorrow & grieving,False,specific
8,adjacent,you,1,1,you,True,227,sorrow & grieving,False,specific
9,adjacent,"dish, hum, morning, wash, you",5,8,and how you hum while washing morning dishes,True,227,sorrow & grieving,False,specific
10,adjacent,,0,0,,False,227,sorrow & grieving,False,specific
11,adjacent,"gold, moment, ordinary, turn",4,6,these ordinary moments turned to gold,True,227,sorrow & grieving,False,specific
12,adjacent,,0,0,,False,227,sorrow & grieving,False,specific
13,first_last,"air, doctor, hang, like, smoke, word",6,10,the doctor 's words hang in the air like smoke,True,227,sorrow & grieving,False,specific
0,adjacent,we,1,1,we,True,228,social commentaries,False,general
1,adjacent,"cry, help, past, scroll, we",5,9,while scrolling past each cry for help we see,True,228,social commentaries,False,general
2,adjacent,we,1,1,we,True,228,social commentaries,False,general
3,adjacent,"care, ourselves, someone, tell, we",5,8,we tell ourselves that someone else will care,True,228,social commentaries,False,general
4,adjacent,,0,0,,False,228,social commentaries,False,general
5,adjacent,"beneath, bridge, sleep, those, tonight, who",6,8,for those who sleep beneath the bridge tonight,True,228,social commentaries,False,general
6,adjacent,,0,0,,False,228,social commentaries,False,general
7,adjacent,"build, high, little, our, wall, we",6,8,we build our walls a little higher still,True,228,social commentaries,False,general
8,adjacent,our,1,1,our,True,228,social commentaries,False,general
9,adjacent,"feel, neighbor, our, strange, wonder",5,8,then wonder why our neighbors feel so strange,True,228,social commentaries,False,general
10,adjacent,our,1,1,our,True,228,social commentaries,False,general
11,adjacent,"craft, our, post, practiced, rage, righteous, we",7,8,we craft our posts with practiced righteous rage,True,228,social commentaries,False,general
12,adjacent,our,1,1,our,True,228,social commentaries,False,general
13,adjacent,"comfort, leave, our, screen",4,8,but never leave the comfort of our screens,True,228,social commentaries,False,general
14,adjacent,,0,1,the,False,228,social commentaries,False,general
15,first_last,"great, pain, speak, we, whisper, world",6,10,we speak in whispers of the world 's great pain,True,228,social commentaries,False,general
0,adjacent,,0,0,,False,229,social commentaries,False,figurative
1,adjacent,"gild, live, our, screen, trap, truth",6,8,the truth lives trapped behind our gilded screens,True,229,social commentaries,False,figurative
2,adjacent,,0,0,,False,229,social commentaries,False,figurative
3,adjacent,"build, change, comfort, its, wall",5,9,while comfort builds its walls to keep change out,True,229,social commentaries,False,figurative
4,adjacent,,0,0,,False,229,social commentaries,False,figurative
5,adjacent,"dream, echo, hollow, our, voice",5,7,our voices echo in these hollow dreams,True,229,social commentaries,False,figurative
6,adjacent,,0,1,in,False,229,social commentaries,False,figurative
7,adjacent,"doubt, drown, endless, mean, noise",5,8,where meaning drowns in noise and endless doubt,True,229,social commentaries,False,figurative
8,adjacent,,0,0,,False,229,social commentaries,False,figurative
9,adjacent,"cut, false, pen, powerful, routine",5,8,the powerful pen still cuts through false routines,True,229,social commentaries,False,figurative
10,adjacent,,0,1,the,False,229,social commentaries,False,figurative
11,adjacent,"bloom, break, light, plant, seed, that",6,10,and plants the seeds that bloom when light breaks out,True,229,social commentaries,False,figurative
12,adjacent,,0,0,,False,229,social commentaries,False,figurative
13,first_last,"dare, shout, speak, we, what, whisper",6,9,we speak in whispers what we dare not shout,True,229,social commentaries,False,figurative
0,adjacent,,0,0,,False,230,social commentaries,False,specific
1,adjacent,"count, distant, profit, shareholder, their, tower",6,8,while shareholders count profits from their distant towers,True,230,social commentaries,False,specific
2,adjacent,,0,0,,False,230,social commentaries,False,specific
3,adjacent,"discount, foot, her, shoe, swollen, thin, throb, wear",8,9,her swollen feet throb in discount shoes worn thin,True,230,social commentaries,False,specific
4,adjacent,,0,0,,False,230,social commentaries,False,specific
5,adjacent,"job, rent, week",3,10,third job this week still ca n't make the rent,True,230,social commentaries,False,specific
6,adjacent,,0,0,,False,230,social commentaries,False,specific
7,adjacent,"debate, generous, politician",3,8,but politicians debate if fifteen 's too generous,True,230,social commentaries,False,specific
8,adjacent,,0,0,,False,230,social commentaries,False,specific
9,adjacent,"choose, having, meal, medicine",4,7,never having chosen between medicine and meals,True,230,social commentaries,False,specific
10,adjacent,,0,0,,False,230,social commentaries,False,specific
11,adjacent,"customer, her, she, smile, strain, who",6,10,she smiles at customers who do n't see her strain,True,230,social commentaries,False,specific
12,adjacent,her,1,1,her,True,230,social commentaries,False,specific
13,adjacent,"build, convenience, desperation, her, quiet, their",6,7,their convenience built on her quiet desperation,True,230,social commentaries,False,specific
14,adjacent,,0,0,,False,230,social commentaries,False,specific
15,first_last,"checkout, cold, like, line, molasse, move, winter",7,9,the checkout line moves like molasses in winter cold,True,230,social commentaries,False,specific
0,adjacent,,0,0,,False,231,subjugation,False,general
1,adjacent,"exchange, promise, safety",3,7,that promise safety in exchange for will,True,231,subjugation,False,general
2,adjacent,,0,0,,False,231,subjugation,False,general
3,adjacent,"back, bend, beneath, demand, our, soft, their, we",8,8,we bend our backs beneath their soft demands,True,231,subjugation,False,general
4,adjacent,,0,0,,False,231,subjugation,False,general
5,adjacent,"come, convince, cost, freedom, high",5,8,convinced that freedom comes at too high cost,True,231,subjugation,False,general
6,adjacent,,0,0,,False,231,subjugation,False,general
7,adjacent,"our, reprimand, their, trade, voice, we",6,7,we trade our voices for their reprimands,True,231,subjugation,False,general
8,adjacent,,0,0,,False,231,subjugation,False,general
9,adjacent,"cage, careful, existence, it, love, this",6,8,and call it love this careful caged existence,True,231,subjugation,False,general
10,adjacent,,0,0,,False,231,subjugation,False,general
11,adjacent,"sweetest, trap, understand, we",4,7,the sweetest trap is one we understand,True,231,subjugation,False,general
12,adjacent,we,1,1,the,True,231,subjugation,False,general
13,first_last,"chain, forge, gentle, hand, we, wear",6,9,the chains we wear are forged by gentle hands,True,231,subjugation,False,general
0,adjacent,,0,0,,False,232,subjugation,False,figurative
1,adjacent,"bitter, learn, like, pill, she, swallow, word",7,8,she learned to swallow words like bitter pills,True,232,subjugation,False,figurative
2,adjacent,,0,0,,False,232,subjugation,False,figurative
3,adjacent,"freedom, speak, their",3,8,while others spoke of freedom at their will,True,232,subjugation,False,figurative
4,adjacent,,0,0,,False,232,subjugation,False,figurative
5,adjacent,"bend, beneath, daily, load, she",5,8,she bent her back beneath the daily load,True,232,subjugation,False,figurative
6,adjacent,,0,1,her,False,232,subjugation,False,figurative
7,adjacent,"dream, grow, her, shadow, small, wall",6,9,her dreams grew small as shadows on the wall,True,232,subjugation,False,figurative
8,adjacent,her,1,1,her,True,232,subjugation,False,figurative
9,adjacent,"fire, heart, her, like, rebellion, stir",6,8,yet in her heart rebellion stirred like fire,True,232,subjugation,False,figurative
10,adjacent,her,1,1,her,True,232,subjugation,False,figurative
11,first_last,"chest, her, press, silence, weight",5,8,the weight of silence pressed against her chest,True,232,subjugation,False,figurative
0,adjacent,,0,0,,False,233,subjugation,False,specific
1,adjacent,"grip, her, steady",3,3,her steady grip,True,233,subjugation,False,specific
2,adjacent,,0,1,each,False,233,subjugation,False,specific
3,adjacent,"section, work",2,4,working each section down,True,233,subjugation,False,specific
4,adjacent,i,1,1,i,True,233,subjugation,False,specific
5,adjacent,"allow, fire, i, my, scalp, tear",6,11,my scalp on fire tears i was n't allowed to show,True,233,subjugation,False,specific
6,adjacent,i,1,0,,True,233,subjugation,False,specific
7,adjacent,"i, presentable, sculpt, she, something",5,6,she sculpted me into something presentable,True,233,subjugation,False,specific
8,adjacent,,0,0,,False,233,subjugation,False,specific
9,adjacent,"braid, each, gaze, monday, small, surrender, white",7,10,for monday 's white gaze each braid a small surrender,True,233,subjugation,False,specific
10,adjacent,,0,0,,False,233,subjugation,False,specific
11,adjacent,"armor, call, it, protection, she",5,4,she called it armor,True,233,subjugation,False,specific
12,adjacent,,0,0,,False,233,subjugation,False,specific
13,first_last,"claim, crown, hand, mama, morning, my, sunday",7,9,every sunday morning mama 's hands claimed my crown,True,233,subjugation,False,specific
0,adjacent,,0,0,,False,234,the mind,False,general
1,adjacent,"brick, chamber, create, each, think, we",6,8,each thought a brick in chambers we create,True,234,the mind,False,general
2,adjacent,,0,0,,False,234,the mind,False,general
3,adjacent,"crack, dream, light, like, morning, slip",6,9,yet dreams slip through the cracks like morning light,True,234,the mind,False,general
4,adjacent,,0,0,,False,234,the mind,False,general
5,adjacent,"memory, rewrite, what",3,6,while memory rewrites what never was,True,234,the mind,False,general
6,adjacent,,0,0,,False,234,the mind,False,general
7,adjacent,"dissolve, flicker, moment, present",4,6,the present moment flickers then dissolves,True,234,the mind,False,general
8,adjacent,,0,1,the,False,234,the mind,False,general
9,adjacent,"echo, endless, fear, our",4,7,into the endless echo of our fears,True,234,the mind,False,general
10,adjacent,,0,0,,False,234,the mind,False,general
11,adjacent,"believe, cage, ourselves, story, we",5,7,we cage ourselves with stories we believe,True,234,the mind,False,general
12,adjacent,,0,0,,False,234,the mind,False,general
13,first_last,"build, mind, regret, wall, yesterday",5,8,the mind builds walls from yesterday 's regret,True,234,the mind,False,general
0,adjacent,,0,0,,False,235,the mind,False,figurative
1,adjacent,"door, hallway, lead",3,6,each hallway leading to another door,True,235,the mind,False,figurative
2,adjacent,,0,0,,False,235,the mind,False,figurative
3,adjacent,"consciousness, fold, itself",3,5,consciousness folds back upon itself,True,235,the mind,False,figurative
4,adjacent,,0,0,,False,235,the mind,False,figurative
5,adjacent,"come, dream, reason, sleep, what",5,7,what dreams may come when reason sleeps,True,235,the mind,False,figurative
6,adjacent,,0,0,,False,235,the mind,False,figurative
7,adjacent,"bend, light, like, logic, water",5,7,and logic bends like light through water,True,235,the mind,False,figurative
8,adjacent,,0,1,and,False,235,the mind,False,figurative
9,adjacent,"lie, memory, truth",3,6,memory becomes both truth and lie,True,235,the mind,False,figurative
10,adjacent,,0,0,,False,235,the mind,False,figurative
11,adjacent,"know, reflect, think, we, what",5,6,reflecting what we think we know,True,235,the mind,False,figurative
12,adjacent,,0,0,,False,235,the mind,False,figurative
13,first_last,"corridor, i, map, spiral, thought",5,8,thoughts spiral through corridors i can not map,True,235,the mind,False,figurative
0,adjacent,,0,0,,False,236,the mind,False,specific
1,adjacent,"card, doorway, forget, we, what",5,9,each card a doorway to what we 've forgotten,True,236,the mind,False,specific
2,adjacent,,0,0,,False,236,the mind,False,specific
3,adjacent,"flour, her, measurement, mother, script, write",6,8,flour measurements written in her mother 's script,True,236,the mind,False,specific
4,adjacent,,0,1,in,False,236,the mind,False,specific
5,adjacent,"dissolve, like, make, remember, she, sugar, tea",7,11,dissolve like sugar in the tea she ca n't remember making,True,236,the mind,False,specific
6,adjacent,,0,1,the,False,236,the mind,False,specific
7,adjacent,"away, build, key, lock, mind, room",6,9,the mind builds rooms then locks away the keys,True,236,the mind,False,specific
8,adjacent,,0,0,,False,236,the mind,False,specific
9,adjacent,"drawer, her, i, search, sit, watch",6,8,while i sit watching her search empty drawers,True,236,the mind,False,specific
10,adjacent,"her, i",2,1,i,True,236,the mind,False,specific
11,adjacent,"fold, her, i, memorize, napkin, she, way",7,8,i memorize the way she folds her napkin,True,236,the mind,False,specific
12,adjacent,her,1,1,her,True,236,the mind,False,specific
